Iteration	Posterior	Likelihood	Prior	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	branch_rates_sd	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	freq[1]	freq[2]	freq[3]	freq[4]	ln_branch_rates_mean	root_age	speciation_rate
500	-20313.18	-20292.1	-21.07605	0.0565181	0.0250167	0.0213263	0.0887837	0.076498	0.0788862	0.120721	0.125848	0.0723331	0.109816	0.117241	0.159959	0.0808574	0.10753	0.106024	0.108985	0.139119	0.248777	0.150623	0.112915	0.253291	0.176162	0.0411368	0.0788797	0.0616733	0.170529	0.0860164	0.0794039	0.0352462	0.0422521	0.150989	0.160252	0.0135667	0.0929418	0.0207655	0.0632524	0.105823	0.0125182	0.07807172	0.7991479	0.167794	0.144314	0.161147	0.165701	0.197092	0.163952	0.003691271	0.257393	0.225998	0.265707	0.250901	-2.550127	22.00535	0.1526694
550	-20298.27	-20277.75	-20.52872	0.0395688	0.035488	0.0375047	0.0922925	0.0668412	0.0664018	0.132962	0.144039	0.0755315	0.0784681	0.0787809	0.101872	0.0967976	0.0890397	0.116354	0.0720055	0.148984	0.181683	0.160017	0.082032	0.182447	0.0760161	0.101424	0.22565	0.0423072	0.18123	0.0817687	0.0661449	0.0697856	0.0431481	0.189715	0.130621	0.0187069	0.0923322	0.025692	0.080068	0.0667134	0.00776994	0.08545876	0.7567724	0.169688	0.149443	0.15763	0.15384	0.199316	0.170083	0.005726098	0.258747	0.230551	0.261178	0.249524	-2.459721	22.80043	0.2266469
600	-20294.16	-20275.29	-18.87182	0.0401283	0.03408	0.0306825	0.0875946	0.0868986	0.0658236	0.0813818	0.0823898	0.0878289	0.152842	0.130436	0.10053	0.102116	0.0835311	0.0947918	0.0784374	0.0697836	0.11228	0.13136	0.0856741	0.123586	0.0924552	0.135568	0.209316	0.0768254	0.0729848	0.0795488	0.0675913	0.102976	0.0602694	0.163158	0.143763	0.0106173	0.0575748	0.0145014	0.0548968	0.0645929	0.0109794	0.07373303	0.5127097	0.164308	0.160406	0.162954	0.160358	0.17513	0.176844	0.002444133	0.250974	0.246785	0.260212	0.242029	-2.607304	25.13573	0.07173044
650	-20289.76	-20275.85	-13.91292	0.0393521	0.0356407	0.0365631	0.132321	0.0839804	0.0476461	0.0803953	0.10469	0.0734894	0.0803746	0.120412	0.11367	0.0687353	0.0866929	0.0705511	0.0759536	0.0626641	0.0690462	0.0567113	0.0782414	0.147586	0.111453	0.201219	0.169591	0.113128	0.0760009	0.0777755	0.0684463	0.0806966	0.056067	0.120969	0.204588	0.0185269	0.0395146	0.0209228	0.0346135	0.162774	0.00992135	0.0712751	0.5972143	0.155117	0.166287	0.160741	0.164144	0.184343	0.169368	0.003563959	0.261704	0.241054	0.252849	0.244393	-2.641208	20.95735	0.1426147
700	-20295.74	-20277.58	-18.1559	0.0440641	0.0441485	0.0330021	0.112006	0.0865459	0.0595168	0.0887314	0.11115	0.0876485	0.0937678	0.0762576	0.0776865	0.0638396	0.0896165	0.0896833	0.0886088	0.0742847	0.078541	0.0581999	0.0961908	0.251661	0.120259	0.0703628	0.16478	0.024591	0.0617297	0.0607861	0.0808802	0.107119	0.0742879	0.113333	0.19262	0.0171096	0.0413239	0.0225304	0.0383645	0.0647333	0.00870209	0.06509797	0.8167205	0.151553	0.162466	0.164252	0.163051	0.193201	0.165476	0.009269328	0.263538	0.23527	0.255049	0.246144	-2.731862	18.92177	0.07703098
750	-20294.99	-20277.37	-17.61591	0.0463498	0.0551364	0.0508923	0.070251	0.078866	0.0416761	0.0940121	0.0842998	0.0853726	0.126583	0.104767	0.0951082	0.0468075	0.096981	0.0714961	0.098231	0.0972188	0.0736607	0.0713352	0.128363	0.512255	0.160492	0.1333	0.0928586	0.067664	0.123854	0.0713902	0.0868664	0.060537	0.0878424	0.0704259	0.182992	0.00906436	0.039691	0.0316527	0.038542	0.092706	0.016821	0.06570829	0.7315662	0.15995	0.15966	0.162913	0.161722	0.191626	0.164128	0.02972345	0.260304	0.239651	0.259798	0.240247	-2.72253	21.70321	0.2080954
800	-20292.05	-20279.4	-12.64535	0.0480395	0.0585081	0.0712752	0.0998362	0.0822244	0.0472993	0.0729071	0.0742334	0.0809468	0.0820051	0.0903639	0.0609467	0.0591303	0.0814094	0.0781638	0.0903817	0.0880545	0.0742697	0.0800012	0.117909	0.256331	0.227172	0.136837	0.0543972	0.0961513	0.13703	0.0883586	0.127899	0.0253602	0.0951626	0.11311	0.131692	0.0153141	0.044588	0.0221796	0.0429434	0.0559729	0.0155731	0.06804668	0.7046475	0.149724	0.151298	0.168814	0.162109	0.196665	0.171391	0.03465652	0.260892	0.240193	0.258125	0.24079	-2.687561	20.85147	0.1557331
850	-20291.92	-20275.1	-16.81492	0.0267896	0.0467738	0.0468846	0.0711895	0.0690347	0.0381373	0.0440239	0.0621138	0.0843439	0.103494	0.0771326	0.053222	0.0345268	0.0736557	0.0814331	0.110914	0.0875202	0.0901161	0.0698544	0.111723	0.316652	0.196813	0.135093	0.0637143	0.143359	0.0857453	0.081965	0.118467	0.0431248	0.109864	0.143615	0.13442	0.00702549	0.0289203	0.0564659	0.0382307	0.0373673	0.051973	0.06968831	0.7182671	0.156199	0.154154	0.153616	0.158926	0.200377	0.176727	0.01928735	0.256733	0.246263	0.256907	0.240096	-2.663723	18.25758	0.1791148
900	-20284.55	-20273.2	-11.34892	0.0243333	0.0596758	0.0480329	0.0727682	0.0644609	0.0520118	0.0527672	0.0651625	0.0695472	0.0673805	0.0793449	0.0496787	0.0392846	0.0728918	0.0841272	0.0898634	0.0751738	0.0958292	0.0798364	0.100668	0.125739	0.208203	0.106166	0.0947922	0.0831157	0.0912806	0.0775382	0.0853716	0.0456641	0.0715494	0.118552	0.186827	0.010908	0.0646929	0.0176725	0.0281026	0.0221689	0.0533433	0.07530241	0.5342176	0.153583	0.151573	0.174628	0.156265	0.197022	0.16693	0.05051989	0.265503	0.238499	0.260356	0.235641	-2.586243	19.94709	0.1896897
950	-20294.99	-20278.42	-16.57592	0.0288811	0.0652761	0.057543	0.0646211	0.0582575	0.0540423	0.0507349	0.057589	0.0660209	0.105814	0.128629	0.0486476	0.0317647	0.0850775	0.0671674	0.0784873	0.0602209	0.0907223	0.0732205	0.0903297	0.083029	0.177021	0.0733258	0.215095	0.129156	0.129681	0.102889	0.0868849	0.0944187	0.144405	0.113656	0.136515	0.020996	0.118796	0.0190884	0.0446717	0.00913992	0.0146019	0.06624156	0.6067929	0.156397	0.155716	0.152692	0.161295	0.202407	0.171493	0.03320789	0.262857	0.23069	0.257222	0.249231	-2.714447	19.70976	0.1933911
1000	-20301.36	-20283.61	-17.7487	0.0296374	0.0655714	0.065344	0.0602373	0.0594665	0.0647854	0.0530356	0.0716349	0.0636174	0.0914795	0.110343	0.0485092	0.036209	0.0893966	0.0881815	0.0838304	0.0642443	0.131481	0.102982	0.098963	0.0622692	0.107586	0.0982013	0.261529	0.0605219	0.0948403	0.0758508	0.0654906	0.168918	0.0654062	0.114196	0.203091	0.0117711	0.221686	0.0221988	0.033874	0.0177173	0.0298313	0.06996112	0.5603832	0.172716	0.146541	0.182191	0.1533	0.177266	0.167986	0.08735102	0.264922	0.24262	0.259243	0.233215	-2.659816	19.5835	0.2083464
1050	-20286.27	-20276.76	-9.514489	0.0332781	0.0657231	0.0792539	0.0663047	0.0616226	0.0503274	0.0514556	0.0619302	0.0590332	0.0899487	0.0859632	0.0410358	0.0342284	0.082983	0.0807493	0.0635038	0.0602654	0.114417	0.0839116	0.0911402	0.0851124	0.148228	0.120444	0.208112	0.0725745	0.0527541	0.114121	0.0744931	0.045544	0.065325	0.0863728	0.275456	0.0102136	0.0662627	0.017939	0.0249929	0.0413977	0.0205835	0.05839825	0.6214588	0.165628	0.152207	0.161166	0.166957	0.186768	0.167274	0.03884536	0.257427	0.238405	0.25474	0.249428	-2.840469	22.83799	0.1588269
1100	-20288.69	-20279.72	-8.963997	0.0344854	0.0635289	0.0648258	0.0664427	0.0561123	0.0379835	0.0534155	0.0672824	0.0564359	0.114794	0.102761	0.0742835	0.0256202	0.0841803	0.089192	0.0765296	0.0718097	0.10908	0.092822	0.0790015	0.0934268	0.0847675	0.0705139	0.133103	0.0797707	0.106839	0.0826883	0.0680348	0.0525438	0.0648751	0.211391	0.151008	0.0207461	0.0373245	0.0416745	0.0374126	0.0150303	0.0189757	0.06155418	0.6569254	0.160913	0.156706	0.165006	0.165285	0.190369	0.161721	0.0537402	0.250014	0.244568	0.254893	0.250526	-2.787838	18.84638	0.1600779
1150	-20286.21	-20275.31	-10.90167	0.0319649	0.0375246	0.0420896	0.0589616	0.055433	0.0354958	0.0543352	0.0782588	0.0690534	0.076644	0.0717076	0.0761139	0.034767	0.0762329	0.0846495	0.0736634	0.0937165	0.119365	0.10083	0.0738603	0.13463	0.0653319	0.176964	0.143991	0.154949	0.0831333	0.070464	0.069335	0.0625134	0.0749	0.100897	0.260616	0.0141182	0.0313904	0.0296209	0.0285437	0.0262816	0.0117581	0.07120354	0.6338748	0.16169	0.154295	0.162467	0.162741	0.187439	0.171368	0.03877998	0.252051	0.251493	0.253208	0.243248	-2.642213	25.17032	0.1274109
1200	-20285.78	-20277.26	-8.520211	0.026853	0.0448155	0.0359213	0.0675133	0.0498986	0.0251776	0.0652745	0.0696413	0.0796449	0.104488	0.0862457	0.0710547	0.0717735	0.0764018	0.0936116	0.0912662	0.0592174	0.0778224	0.060093	0.0902784	0.106931	0.101562	0.0987887	0.106813	0.0882629	0.106918	0.0715985	0.083525	0.0819633	0.0559685	0.151711	0.147788	0.0103698	0.0253775	0.0458756	0.0249057	0.0455427	0.0382524	0.07109856	0.4915657	0.159982	0.152665	0.170906	0.168147	0.178743	0.169558	0.005690961	0.252913	0.248497	0.258738	0.239852	-2.643688	20.41374	0.1833443
1250	-20286.11	-20276.55	-9.561179	0.0329951	0.0349547	0.0420757	0.0778659	0.0630892	0.0374419	0.0544965	0.058231	0.0817022	0.0812527	0.0831792	0.0802841	0.0589268	0.0836222	0.0922682	0.0805473	0.0628451	0.0846064	0.0510818	0.0857483	0.0801707	0.232403	0.0807369	0.104153	0.0675255	0.0957804	0.0717901	0.0827697	0.0823513	0.109696	0.173246	0.0868178	0.0412391	0.0256618	0.0372581	0.0242047	0.0339939	0.0528912	0.07346745	0.4696092	0.16292	0.155468	0.157478	0.171235	0.191856	0.161043	0.04674033	0.261042	0.240567	0.250546	0.247845	-2.610913	14.28667	0.1464774
1300	-20280.37	-20275.65	-4.715485	0.0287515	0.0494936	0.043957	0.0783527	0.0751252	0.0577357	0.0393747	0.0649635	0.0717037	0.062561	0.0578213	0.100722	0.0551087	0.0768552	0.0754507	0.0961154	0.0589377	0.113732	0.0624014	0.077003	0.0882273	0.169153	0.0776349	0.0934918	0.0413036	0.0707238	0.0763066	0.124817	0.0544037	0.0675539	0.0843361	0.151419	0.0168631	0.0786862	0.0232342	0.0302469	0.0638013	0.0232316	0.064598	0.5081513	0.15185	0.155807	0.165971	0.170195	0.194782	0.161395	0.09310346	0.258959	0.238648	0.248548	0.253845	-2.739572	18.48515	0.1575655
1350	-20287.6	-20282.34	-5.26207	0.0484124	0.052103	0.0478155	0.0680403	0.0668882	0.061537	0.0686837	0.0916453	0.0557358	0.0563786	0.0610501	0.0513979	0.0529513	0.0693968	0.0885001	0.0668014	0.0616946	0.133553	0.0785539	0.0919933	0.0889454	0.149224	0.0556302	0.0891645	0.0737959	0.0407074	0.0668086	0.0981595	0.0561846	0.0673838	0.118666	0.122206	0.0123083	0.0728902	0.0344698	0.0326102	0.0555847	0.0368207	0.06722907	0.5083419	0.154717	0.153253	0.163339	0.159398	0.191694	0.1776	0.1991069	0.263578	0.242904	0.25298	0.240538	-2.69965	18.92582	0.231867
1400	-20271.86	-20275.28	3.420635	0.0346441	0.0377114	0.0456798	0.079851	0.0781288	0.0473864	0.0359804	0.0654064	0.0596426	0.0499178	0.0686779	0.059108	0.0340615	0.056631	0.0638919	0.0756208	0.042205	0.0656113	0.0880477	0.0716653	0.123639	0.0876169	0.0766702	0.0771522	0.102562	0.043583	0.0647561	0.100532	0.029283	0.0632038	0.0789878	0.0957748	0.0127277	0.0525547	0.0250993	0.0344719	0.105931	0.0221025	0.05418714	0.445097	0.154743	0.153279	0.163367	0.155888	0.190969	0.181754	0.02954364	0.264985	0.238862	0.254331	0.241822	-2.915312	19.88718	0.1378523
1450	-20271.1	-20275.81	4.719385	0.0445077	0.0443608	0.0507297	0.0963385	0.0968658	0.0596231	0.0635955	0.0728985	0.0521157	0.0690003	0.0675391	0.0586886	0.0452088	0.0705181	0.0788427	0.0807071	0.0396682	0.0590148	0.0516796	0.0746671	0.0979526	0.126518	0.0670533	0.0865595	0.0364478	0.0289247	0.0590124	0.0591905	0.0349259	0.0377368	0.0655955	0.118416	0.0565365	0.0470542	0.0258727	0.0313567	0.0751967	0.0371315	0.05986733	0.3779296	0.155115	0.144322	0.163819	0.156701	0.201363	0.178679	0.0362161	0.263512	0.248035	0.246915	0.241539	-2.815624	14.05689	0.1705261
1500	-20260.43	-20272.38	11.94896	0.0395637	0.0639668	0.0533029	0.090049	0.071158	0.0506421	0.0386834	0.0451526	0.058566	0.0437359	0.049883	0.0499757	0.0302977	0.0680106	0.0732775	0.0744482	0.0504959	0.0692059	0.0576561	0.0665911	0.103484	0.0926598	0.0687261	0.0977824	0.0402205	0.0386755	0.0500943	0.0805068	0.0337669	0.0761246	0.0523411	0.0840767	0.0323479	0.0592934	0.0374702	0.0415343	0.0721396	0.0515166	0.05976896	0.3740708	0.160108	0.14495	0.173283	0.161746	0.186101	0.173811	0.007289085	0.254343	0.243941	0.264163	0.237552	-2.817269	14.21481	0.1536935
1550	-20257.39	-20273.47	16.08538	0.04387	0.059901	0.0654935	0.0704072	0.0612393	0.0564882	0.0466847	0.0655572	0.0485084	0.0623609	0.0639419	0.0350864	0.0240607	0.0485447	0.0646046	0.0562862	0.0540802	0.0620056	0.0465278	0.0780378	0.0918261	0.0816964	0.0625992	0.0716149	0.0667401	0.0687106	0.0645963	0.0621485	0.0658142	0.0494575	0.0604446	0.111251	0.0542081	0.0762528	0.0382821	0.0461454	0.0559454	0.0386803	0.05658542	0.2656886	0.152837	0.154394	0.180107	0.158956	0.182892	0.170814	0.02735274	0.262867	0.244332	0.247286	0.245514	-2.872004	13.5613	0.1336875
1600	-20249.94	-20273.07	23.13057	0.057473	0.0728066	0.0548795	0.077405	0.075593	0.0520716	0.0464136	0.0582044	0.0561853	0.0563766	0.0587978	0.0316551	0.0273159	0.0512178	0.0506903	0.0517618	0.0492716	0.0737641	0.0488647	0.0607343	0.0631534	0.0864973	0.0573014	0.0447826	0.0512792	0.0498615	0.0497448	0.069592	0.0408265	0.055098	0.0404561	0.0666332	0.0284007	0.0491067	0.0648133	0.0437464	0.0686173	0.0393124	0.05404018	0.2480388	0.155465	0.154108	0.166114	0.170671	0.186038	0.167604	0.04524908	0.262399	0.243925	0.242908	0.250767	-2.918027	15.26087	0.1438448
1650	-20247.49	-20278.76	31.26849	0.0480047	0.0466523	0.0804025	0.0689219	0.0570031	0.0421661	0.0360557	0.0515327	0.0551246	0.0427555	0.0524465	0.0531993	0.0335833	0.0431165	0.0455697	0.0534567	0.0478668	0.0444877	0.0575336	0.0661475	0.0764429	0.0754425	0.059453	0.0428335	0.0452916	0.0462354	0.0377473	0.0685515	0.042854	0.0440333	0.0595093	0.0413071	0.0454923	0.0564084	0.0517904	0.0416588	0.0684588	0.0545325	0.05368956	0.2186142	0.160122	0.161996	0.16781	0.162661	0.176397	0.171015	0.005802677	0.259814	0.241522	0.252427	0.246238	-2.924537	15.29174	0.1390969
1700	-20226.46	-20281.61	55.14557	0.0431765	0.0495387	0.0573328	0.0517092	0.0496077	0.0485697	0.0466409	0.0485056	0.0503472	0.0527545	0.0581106	0.0488094	0.0433961	0.0407033	0.0473914	0.0423919	0.0437698	0.0556835	0.0531145	0.0550385	0.0486882	0.0484987	0.0575118	0.0500349	0.0468638	0.047014	0.0383271	0.0477339	0.0580244	0.0440767	0.0484874	0.0502812	0.0439299	0.0671473	0.0630342	0.0441226	0.0529551	0.0376861	0.04963655	0.1378802	0.17417	0.164063	0.158785	0.159037	0.172586	0.17136	0.0007309482	0.2538	0.246112	0.254621	0.245467	-3.003028	16.96527	0.1033039
1750	-20231.48	-20275.14	43.65759	0.0364506	0.0526817	0.0406649	0.059821	0.0506213	0.0437819	0.0475917	0.0544455	0.0514443	0.056772	0.0479306	0.0389475	0.038298	0.0439761	0.0433612	0.0396737	0.0431128	0.0575437	0.0549646	0.0436803	0.0505257	0.0452637	0.0552969	0.0545675	0.0453304	0.052562	0.0475192	0.0572569	0.0448603	0.0493327	0.0638369	0.0520251	0.0524069	0.0649315	0.0361746	0.0346904	0.0397558	0.0372129	0.04880064	0.1520159	0.169923	0.164718	0.167188	0.145444	0.173275	0.179452	0.0009922139	0.245796	0.250666	0.25413	0.249409	-3.020012	15.81898	0.07862722
1800	-20233.98	-20281.5	47.52266	0.0381752	0.0395993	0.0355739	0.0461611	0.0457812	0.0333172	0.0478951	0.0592735	0.0481387	0.049007	0.0512525	0.0447461	0.040627	0.0380758	0.0341958	0.0444	0.0380845	0.0562025	0.0541857	0.0529009	0.0488804	0.0502918	0.0505638	0.0422969	0.0386975	0.053244	0.0383542	0.0623368	0.0459969	0.0451999	0.0468484	0.0401156	0.0523128	0.0418682	0.0375586	0.0436167	0.0454625	0.0449914	0.04635819	0.168431	0.168935	0.157309	0.173239	0.163462	0.176564	0.160492	0.001753328	0.236744	0.252475	0.259831	0.25095	-3.071357	17.4996	0.1694038
1850	-20235.26	-20288.71	53.45338	0.0361174	0.0385035	0.0374971	0.0507367	0.0475853	0.0405086	0.0394612	0.0431852	0.0416259	0.0500077	0.0558302	0.0350975	0.0385644	0.039299	0.0381035	0.0332936	0.0486772	0.0492892	0.0480375	0.0429259	0.0549004	0.0546809	0.0398131	0.0415507	0.0358908	0.0385825	0.0336812	0.0496281	0.0368575	0.0431021	0.0524146	0.0415217	0.0524861	0.0501072	0.0427569	0.0403522	0.050098	0.0466824	0.04261343	0.1532253	0.174087	0.165074	0.182192	0.149673	0.177499	0.151475	0.008486654	0.235824	0.251494	0.258822	0.25386	-3.155586	17.82452	0.08610248
1900	-20225.16	-20276.51	51.34739	0.0410459	0.0379478	0.041035	0.0536817	0.0529995	0.0361898	0.0441107	0.0441442	0.0413791	0.0511114	0.0507906	0.0353877	0.0359387	0.0389548	0.0439815	0.0377589	0.0481975	0.0555315	0.0414842	0.0411115	0.0646062	0.0503601	0.039369	0.0468477	0.0293639	0.0417278	0.0413599	0.0448873	0.0366194	0.0469158	0.0425779	0.0469224	0.0411007	0.046315	0.0539112	0.0378881	0.0485905	0.0376262	0.0443178	0.131598	0.164338	0.166889	0.16851	0.151544	0.179451	0.169268	0.002386148	0.252302	0.248689	0.254529	0.244479	-3.116369	17.82134	0.1022134
1950	-20238.07	-20280.92	42.84148	0.038135	0.0335421	0.0441	0.0490609	0.0367751	0.0328819	0.0381775	0.0407377	0.0392018	0.0484648	0.0385359	0.0425628	0.034425	0.0384405	0.0391191	0.0397266	0.0359575	0.0580284	0.0462096	0.0401221	0.0441174	0.057478	0.0345186	0.0655162	0.0318612	0.0350861	0.036513	0.0641604	0.0262761	0.0507388	0.0316258	0.0363329	0.0441633	0.0363252	0.0449188	0.0328816	0.0406593	0.0367356	0.0413229	0.1872648	0.161498	0.161615	0.165166	0.152398	0.195701	0.163622	0.01289954	0.24324	0.24133	0.259908	0.255521	-3.186339	18.89158	0.1457425
