Iteration	Posterior	Likelihood	Prior	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	branch_rates_sd	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	freq[1]	freq[2]	freq[3]	freq[4]	ln_branch_rates_mean	root_age	speciation_rate
61700	-20251.64	-20321.4	69.76466	0.0168797	0.0209607	0.0286216	0.0284985	0.0244813	0.0209879	0.026292	0.0273637	0.0232241	0.0286314	0.0250727	0.0308785	0.0327064	0.0190459	0.0210582	0.0250801	0.0221374	0.0249363	0.0276743	0.0263064	0.0238721	0.0265589	0.0221458	0.0274085	0.0279774	0.0255815	0.0233237	0.0303497	0.0242608	0.0282082	0.028626	0.0297096	0.0293743	0.0291692	0.034706	0.0250281	0.0270048	0.0288688	0.02619107	0.1544831	0.17386	0.16498	0.156677	0.200651	0.148927	0.154905	0.00505186	0.258814	0.242378	0.236772	0.262037	-3.642337	30.72163	0.05609727
61750	-20264.67	-20316.92	52.24216	0.0200615	0.0211013	0.0234611	0.0367513	0.0283505	0.0207586	0.0247804	0.0216987	0.0245706	0.0326515	0.0233508	0.0285547	0.0296959	0.0232709	0.0226876	0.0267429	0.0219257	0.0244861	0.0318681	0.0283829	0.027152	0.033521	0.0407082	0.0256442	0.0162469	0.0262339	0.021968	0.0401112	0.0169298	0.0198648	0.0289333	0.0397001	0.0269588	0.0274717	0.0283142	0.0248556	0.0230553	0.0263862	0.02845058	0.264527	0.159957	0.17938	0.159778	0.201812	0.146954	0.152118	0.0166205	0.255118	0.243768	0.236706	0.264409	-3.559587	28.93625	0.07111888
61800	-20258.01	-20322.67	64.65869	0.0174672	0.022712	0.0277195	0.0308199	0.0291059	0.0228922	0.0267302	0.0221995	0.0237538	0.0330045	0.0286709	0.024977	0.0298219	0.0260621	0.0287651	0.0259346	0.020391	0.0269193	0.0316027	0.0238624	0.0245256	0.0339762	0.0239956	0.0302094	0.0328919	0.0241686	0.0283962	0.0402566	0.0332782	0.02445	0.024006	0.0333321	0.0310499	0.0285319	0.0216183	0.024788	0.0207919	0.021486	0.02704316	0.1745979	0.146694	0.191978	0.15175	0.196429	0.139861	0.173287	0.004181651	0.262516	0.251502	0.228426	0.257556	-3.610321	28.9215	0.06119693
61850	-20259.73	-20319.21	59.47865	0.0209689	0.0237862	0.0416383	0.0301556	0.0364378	0.0250005	0.0278813	0.0211694	0.0274043	0.028308	0.0290732	0.0290873	0.028916	0.0218013	0.0252523	0.0221734	0.0244706	0.023146	0.0256029	0.0240267	0.0323812	0.0315314	0.0325335	0.0240788	0.0269511	0.0295644	0.0256918	0.036439	0.0252129	0.0276082	0.0260633	0.0363311	0.0232156	0.035827	0.034029	0.0264883	0.025486	0.0223624	0.02801266	0.155569	0.160703	0.193748	0.152235	0.184012	0.145397	0.163905	0.0510244	0.260598	0.231026	0.240525	0.267851	-3.575099	29.52615	0.1155141
61900	-20277.74	-20321.48	43.74055	0.0192836	0.0212516	0.0265282	0.0338426	0.0273494	0.0255954	0.0272563	0.0147897	0.027875	0.0327608	0.0317559	0.015722	0.0210767	0.018416	0.0231538	0.0243248	0.0221575	0.0240086	0.024784	0.0273627	0.0339736	0.0380244	0.0497718	0.0212639	0.029843	0.0180313	0.0245525	0.0219546	0.0330044	0.0252736	0.0351251	0.0412384	0.0268921	0.031814	0.0278595	0.0199296	0.0254581	0.0319178	0.02352815	0.2493279	0.174974	0.16692	0.158117	0.189433	0.152827	0.157728	0.02260247	0.256961	0.240416	0.236777	0.265846	-3.749558	27.88864	0.1032724
61950	-20255.17	-20315.96	60.79523	0.0183183	0.0231105	0.030385	0.0364865	0.0308938	0.0285268	0.0299991	0.0184712	0.0220897	0.02524	0.0204313	0.0200836	0.0215647	0.0212529	0.0232129	0.0256593	0.0190582	0.0189584	0.0220177	0.023026	0.0313366	0.0272722	0.0274706	0.0225898	0.0233246	0.0213384	0.0186682	0.0358898	0.0270726	0.0229482	0.0208375	0.0353859	0.0340467	0.0284992	0.025112	0.0270978	0.0268481	0.0221665	0.0249041	0.2316993	0.164044	0.1684	0.147719	0.213105	0.147526	0.159206	0.0003084058	0.266806	0.236058	0.230643	0.266493	-3.692723	29.93256	0.06684397
62000	-20269.24	-20319.25	50.00906	0.0223949	0.0245638	0.0394268	0.0394089	0.0406378	0.0240267	0.0339984	0.0291783	0.0228426	0.0245353	0.0193102	0.0280561	0.032827	0.019703	0.0218971	0.0207758	0.0200632	0.0255213	0.0277973	0.0208542	0.0298509	0.0236352	0.0329617	0.0338766	0.022784	0.0171495	0.0217276	0.0339804	0.0275894	0.019759	0.0277752	0.0242738	0.0371158	0.0275019	0.0200494	0.0216418	0.0171198	0.0232905	0.02610331	0.2184187	0.165801	0.180259	0.134543	0.192705	0.153904	0.172789	0.008858439	0.257486	0.238065	0.230797	0.273651	-3.645693	30.08129	0.09757584
62050	-20253.82	-20315.19	61.37177	0.026324	0.0273831	0.0272373	0.0381133	0.0345326	0.0276838	0.0265842	0.0224326	0.0302767	0.0272412	0.0220521	0.020148	0.0276588	0.0190695	0.0240455	0.0203546	0.0237235	0.0338951	0.0378404	0.022536	0.0298481	0.0241633	0.0213846	0.0245635	0.0202392	0.0211318	0.0216837	0.0326159	0.0288818	0.0282324	0.034873	0.0253699	0.0286872	0.0258993	0.0254683	0.0276341	0.0299925	0.0327324	0.02624663	0.1787631	0.175796	0.178782	0.153179	0.181232	0.151225	0.159786	0.01203422	0.256192	0.24146	0.239645	0.262703	-3.640218	27.51064	0.04843191
62100	-20256.24	-20322.16	65.92041	0.023327	0.0221982	0.0271894	0.0292061	0.0271124	0.0256847	0.0281805	0.02393	0.0212869	0.0246129	0.0301366	0.0170039	0.0235977	0.0185283	0.0214099	0.0242759	0.0218023	0.0311519	0.036705	0.0180988	0.025622	0.0240147	0.0246474	0.0213936	0.0264058	0.0260297	0.0204703	0.0284217	0.0279349	0.0282189	0.0245862	0.0324002	0.0238826	0.0271076	0.0258942	0.0250939	0.0175361	0.0313192	0.02457513	0.1627446	0.17869	0.17753	0.136929	0.193362	0.141482	0.172006	0.009989544	0.266982	0.232387	0.231219	0.269412	-3.706021	30.62154	0.06425754
62150	-20256.43	-20316.57	60.13862	0.0205994	0.0213873	0.0232979	0.0299023	0.0240722	0.0230955	0.0281072	0.0307436	0.0231874	0.0317637	0.0294932	0.0218614	0.0233625	0.0154348	0.0208033	0.0240008	0.0222575	0.0301146	0.0306638	0.0187274	0.0288877	0.0253699	0.0260411	0.0228025	0.0253866	0.0264297	0.0210032	0.0293866	0.0232922	0.0217621	0.0317998	0.0312347	0.0392159	0.0304593	0.0191821	0.0251897	0.0270503	0.029085	0.02528605	0.1759021	0.162759	0.186628	0.151358	0.206854	0.145425	0.146976	0.02473093	0.267604	0.239976	0.226558	0.265863	-3.677503	29.4651	0.05129738
62200	-20255.22	-20324.46	69.23781	0.018248	0.0224841	0.0193434	0.0277573	0.0292499	0.0222593	0.0214448	0.0234843	0.022131	0.0263733	0.026397	0.0211342	0.0217986	0.0189937	0.0212588	0.0237345	0.0245542	0.0285116	0.0267213	0.0211928	0.0330406	0.0322915	0.023446	0.0233548	0.0268937	0.0287088	0.0228395	0.0297024	0.0207936	0.0271267	0.0225516	0.0291186	0.0244214	0.0292483	0.0256457	0.0233061	0.0278952	0.0294384	0.025043	0.1670736	0.176456	0.184887	0.143001	0.190999	0.147181	0.157476	0.01364721	0.255331	0.231473	0.229653	0.283543	-3.687161	30.0636	0.08292702
62250	-20247.55	-20318.85	71.29188	0.0220525	0.021827	0.0210737	0.031434	0.0254317	0.0225315	0.0280427	0.0227771	0.0245486	0.0297067	0.0278342	0.025313	0.0293859	0.0203815	0.0228334	0.0232728	0.0216988	0.0266371	0.0293271	0.022023	0.0294667	0.0264129	0.0259775	0.0232221	0.0241925	0.0242931	0.0249043	0.0312917	0.026263	0.0205841	0.0281597	0.0264045	0.0193854	0.0264158	0.0287848	0.025359	0.0314392	0.0235299	0.02639036	0.1291028	0.157848	0.169684	0.138093	0.19996	0.155256	0.179159	0.03202362	0.270794	0.240103	0.231692	0.257411	-3.634757	28.89935	0.09879267
62300	-20249.72	-20318	68.28199	0.0235348	0.0216312	0.0335029	0.0266678	0.0268857	0.0237832	0.0253485	0.0206992	0.0215917	0.0222621	0.0265989	0.0199567	0.0266876	0.018322	0.0232435	0.0183944	0.0188863	0.0240304	0.0246441	0.0227887	0.0248282	0.0184098	0.0253294	0.0327622	0.022332	0.0270327	0.019063	0.0269296	0.0278313	0.0236916	0.0238877	0.0290352	0.0218557	0.0292413	0.0287638	0.0201901	0.0280617	0.024696	0.02383387	0.1286442	0.169881	0.185079	0.152048	0.19673	0.141539	0.154722	0.01368435	0.257234	0.238196	0.232154	0.272415	-3.736648	29.99357	0.06393856
62350	-20258.73	-20316.34	57.61047	0.0198367	0.0194783	0.0365944	0.0301457	0.0271675	0.0250382	0.0237553	0.0186723	0.0227496	0.0354469	0.0304229	0.0190634	0.0192308	0.0186957	0.0218601	0.0185807	0.0178704	0.0263752	0.0279855	0.0224566	0.0228859	0.0264805	0.0190956	0.0213101	0.0161679	0.014729	0.0187813	0.0224848	0.0372309	0.0229981	0.0244548	0.0294124	0.0227051	0.0288691	0.0199767	0.0232086	0.019824	0.026382	0.02371845	0.197525	0.180718	0.155376	0.145766	0.191693	0.149222	0.177226	0.001857234	0.267768	0.224743	0.250061	0.257428	-3.741502	31.87546	0.0551722
62400	-20258.67	-20319.25	60.57329	0.0206398	0.0207375	0.0212669	0.0277832	0.0247887	0.0237662	0.0229354	0.0185649	0.0205402	0.0304187	0.0211605	0.0174566	0.0189445	0.0176774	0.0207753	0.0191889	0.016921	0.0222332	0.0280524	0.0229351	0.0271735	0.0281034	0.0230724	0.0260711	0.0243786	0.0252627	0.0208616	0.0220233	0.0189411	0.014002	0.0375749	0.029592	0.0273329	0.028839	0.0225317	0.019376	0.0212563	0.0262345	0.02264473	0.1832583	0.167741	0.181928	0.125634	0.208174	0.150967	0.165556	0.0345299	0.277529	0.222901	0.221577	0.277992	-3.787828	32.15346	0.08359398
62450	-20252.38	-20311.26	58.87479	0.0177348	0.0229975	0.0230871	0.023091	0.0171687	0.0196216	0.0233948	0.0158968	0.0234738	0.0263181	0.0241328	0.0194757	0.022902	0.0208063	0.0254714	0.0219812	0.0212246	0.0253491	0.0279523	0.0243081	0.026992	0.0248913	0.0312507	0.0206988	0.0237154	0.0318347	0.0219668	0.0293981	0.0294047	0.0278853	0.0317687	0.0356154	0.0304849	0.0243485	0.0256633	0.0186242	0.0323412	0.0268515	0.02602646	0.1701164	0.157482	0.178834	0.147428	0.194936	0.148283	0.173038	0.006538759	0.268604	0.23886	0.232408	0.260128	-3.648642	31.48779	0.05293956
62500	-20258.27	-20321.38	63.11052	0.0166085	0.0216212	0.0169684	0.0255681	0.0250756	0.0189162	0.029285	0.0198092	0.0216484	0.0285241	0.0278288	0.0155012	0.0213818	0.0184597	0.0238295	0.0193913	0.0208393	0.0216333	0.0235305	0.0222642	0.0333752	0.0252771	0.0241709	0.0277969	0.0256366	0.0210419	0.021636	0.0172186	0.0185505	0.0194259	0.0332943	0.0277562	0.0219534	0.0253803	0.0237335	0.0266868	0.0253994	0.0213266	0.02284347	0.1646338	0.160929	0.157571	0.132345	0.193939	0.167286	0.18793	0.02199633	0.273954	0.233673	0.235307	0.257065	-3.77909	32.65032	0.06643787
62550	-20239.9	-20331.83	91.92493	0.0208665	0.021262	0.0219502	0.0266751	0.0278722	0.022159	0.0257866	0.020367	0.0229276	0.0220622	0.0258897	0.0225345	0.0223466	0.0221101	0.0247413	0.0228604	0.0235504	0.0262434	0.025513	0.0231828	0.0222556	0.0255645	0.0242756	0.0242057	0.0211205	0.0259789	0.0226513	0.0276947	0.0259615	0.0249098	0.0224352	0.0225955	0.0251493	0.0235353	0.0246284	0.0246264	0.0214276	0.0260898	0.02382074	0.07900751	0.166896	0.187234	0.135244	0.192122	0.155256	0.163248	0.04108041	0.260625	0.233614	0.232478	0.273284	-3.737199	31.37531	0.08671682
62600	-20256.64	-20316.53	59.89737	0.020809	0.0174856	0.0267341	0.0276523	0.02324	0.0233913	0.0259999	0.0199286	0.0248116	0.024499	0.0257434	0.0238899	0.0256105	0.018049	0.020489	0.0219616	0.0217785	0.0264101	0.0248301	0.0267477	0.0246997	0.0262171	0.0240796	0.0164936	0.0207053	0.032372	0.0216817	0.0262021	0.0415686	0.0135196	0.0260959	0.0262788	0.0303277	0.0206812	0.0253434	0.0219633	0.0189581	0.0232837	0.0226387	0.17103	0.164251	0.174318	0.1482	0.192614	0.151421	0.169196	0.01993816	0.264293	0.232193	0.23544	0.268073	-3.788095	31.172	0.06262685
62650	-20248.84	-20310.95	62.10691	0.0182641	0.0256	0.0207933	0.0296278	0.02684	0.0224439	0.0233304	0.0265834	0.017494	0.020629	0.0193419	0.0250679	0.0270646	0.0186863	0.0202613	0.0198288	0.0200493	0.0190679	0.0254606	0.0193906	0.0380415	0.0247885	0.0242771	0.0256881	0.0249885	0.0229776	0.0182669	0.0323591	0.0260014	0.0166329	0.0271195	0.0288292	0.0225269	0.0234759	0.0227624	0.0248959	0.0189844	0.020674	0.02202597	0.1557088	0.175487	0.1794	0.143687	0.198666	0.150282	0.152478	0.009760206	0.264569	0.233762	0.234895	0.266775	-3.815533	33.02338	0.06571109
62700	-20248.88	-20311.7	62.8159	0.0192449	0.020746	0.0253634	0.02511	0.0205623	0.0193372	0.0224113	0.0182155	0.0214746	0.0260191	0.0260728	0.0182744	0.0340758	0.0169785	0.0213684	0.0230936	0.0166228	0.0245867	0.0273494	0.0210735	0.0189579	0.020748	0.0237385	0.0262259	0.0234967	0.0225024	0.0161393	0.0186956	0.0210689	0.0172089	0.024783	0.036085	0.0263609	0.0324313	0.022663	0.0212528	0.0221259	0.0204143	0.02131895	0.207881	0.171524	0.173484	0.159373	0.197507	0.137725	0.160387	0.002004933	0.264072	0.241539	0.234241	0.260148	-3.848159	33.00066	0.05662585
62750	-20265.07	-20317.1	52.02482	0.0171578	0.0125381	0.0202949	0.0215385	0.023947	0.0194767	0.0207902	0.0182543	0.0199603	0.0248449	0.0169757	0.0242381	0.0160119	0.0154316	0.0187821	0.0171908	0.0199689	0.0218555	0.0292876	0.0185429	0.0329435	0.0210897	0.0230453	0.0259647	0.0150881	0.023529	0.018953	0.0295252	0.0231183	0.0181913	0.0258869	0.0228363	0.0201267	0.0214466	0.0178709	0.0211595	0.0171559	0.0239992	0.02091801	0.1681457	0.16447	0.180023	0.143663	0.202286	0.154235	0.155324	0.08255172	0.26567	0.239676	0.237467	0.257187	-3.867145	35.80041	0.07639713
62800	-20247.49	-20312.03	64.53389	0.0178313	0.0198968	0.0245881	0.0299767	0.0248756	0.0210732	0.0243321	0.0166584	0.0230713	0.0242682	0.0204113	0.0173331	0.0159134	0.0168669	0.0220989	0.0205661	0.0176763	0.0256625	0.0247403	0.0190662	0.0251926	0.0275966	0.0216781	0.0198648	0.0227006	0.0208981	0.0229834	0.0224742	0.022891	0.0205867	0.0291901	0.0248811	0.023056	0.0199477	0.0317685	0.0220788	0.0194564	0.0250395	0.02145056	0.2013219	0.174795	0.176853	0.139459	0.197135	0.152169	0.159589	0.02692616	0.254166	0.229338	0.242344	0.274153	-3.842005	32.77622	0.09481907
62850	-20237.72	-20318.53	80.80882	0.0173628	0.0269495	0.0226485	0.0256669	0.0264056	0.0241164	0.0244467	0.0231447	0.0223349	0.0261561	0.0266397	0.0240553	0.0236513	0.0198281	0.0219638	0.0205968	0.0237339	0.0215106	0.0278118	0.0213623	0.0240773	0.021212	0.0214434	0.0215859	0.0249214	0.0192286	0.0205823	0.0269448	0.0243598	0.0211173	0.0275924	0.0272878	0.0285605	0.0256741	0.0234448	0.0248793	0.0217702	0.0193488	0.02320838	0.1343321	0.168212	0.180535	0.142674	0.1926	0.148169	0.16781	0.001978847	0.272051	0.248957	0.220979	0.258013	-3.763242	32.09534	0.06322294
62900	-20263.64	-20322.39	58.75272	0.020993	0.0245162	0.0260427	0.0326548	0.0319663	0.0248308	0.0264303	0.0184277	0.0243772	0.0332674	0.0306124	0.018903	0.0212048	0.0216775	0.024185	0.0198471	0.0195786	0.023805	0.0296029	0.0256068	0.0249717	0.0268382	0.0258409	0.0229911	0.0203008	0.0176575	0.0236935	0.0348048	0.0207936	0.0345438	0.0291777	0.0295986	0.0302885	0.0236334	0.0264983	0.0218948	0.0196421	0.0271616	0.0241217	0.1939653	0.158707	0.191902	0.142096	0.206466	0.138345	0.162485	0.05563753	0.260694	0.247829	0.226293	0.265184	-3.724644	28.48566	0.07135286
62950	-20253.85	-20311.29	57.43929	0.0212348	0.0218339	0.024286	0.0344563	0.0337223	0.025813	0.034225	0.0257036	0.0309376	0.045121	0.0299341	0.0212042	0.0247152	0.020639	0.0254635	0.0238371	0.0164989	0.029048	0.0279194	0.0211653	0.0262767	0.0293819	0.0263002	0.0226104	0.02374	0.0241206	0.0188429	0.0304628	0.0212592	0.03018	0.0263902	0.0304445	0.02127	0.0286578	0.0262763	0.022413	0.027204	0.0202432	0.02408886	0.2459184	0.178705	0.170859	0.148696	0.200981	0.150084	0.150675	0.002063552	0.263676	0.236778	0.234676	0.26487	-3.726006	31.4685	0.06690594
63000	-20259.52	-20320.57	61.04872	0.0229826	0.0232653	0.0235204	0.0408543	0.0319228	0.0267115	0.0272837	0.0258635	0.0310918	0.0376163	0.0341138	0.0248469	0.0268433	0.0177197	0.028161	0.024942	0.0197623	0.0316003	0.0302217	0.0201482	0.0283683	0.0295779	0.0262157	0.0277244	0.0239756	0.023097	0.0214561	0.02816	0.0228384	0.0270404	0.0282133	0.0265982	0.0163977	0.0234063	0.0306711	0.0267113	0.0281713	0.030009	0.02538504	0.1748103	0.171837	0.169507	0.142663	0.199953	0.142561	0.173479	5.768078e-08	0.259598	0.235098	0.23515	0.270154	-3.673595	30.68336	0.05705825
63050	-20244.52	-20305.66	61.14635	0.0203493	0.0215234	0.0251639	0.0337221	0.0349861	0.0221827	0.0227946	0.0226452	0.0246542	0.0318947	0.0256545	0.0274733	0.0278085	0.022047	0.0233835	0.0219701	0.0215677	0.0233772	0.0301699	0.0265769	0.0410387	0.0242667	0.024464	0.0325647	0.0307489	0.0258644	0.0247716	0.032967	0.0221045	0.0228036	0.0340546	0.0343307	0.0308255	0.0292408	0.0260689	0.0260982	0.0341641	0.0249664	0.02563727	0.1833383	0.169797	0.172412	0.144295	0.195645	0.148218	0.169633	0.02378589	0.264881	0.233395	0.232625	0.269099	-3.663708	28.46928	0.07256651
63100	-20256.52	-20315.58	59.06624	0.0215821	0.0213017	0.0196843	0.0281711	0.0318515	0.0272354	0.0230568	0.0234756	0.0252082	0.0265156	0.0324939	0.0233469	0.0321383	0.0202566	0.0245016	0.0219047	0.0229242	0.0243158	0.0314022	0.030855	0.0276521	0.0418124	0.0233567	0.0288517	0.0306469	0.0212933	0.0254549	0.0307619	0.0283304	0.0254532	0.0456266	0.0334174	0.0257905	0.0257811	0.0253993	0.0312645	0.033498	0.0214518	0.02715663	0.2106389	0.183643	0.175526	0.146293	0.187895	0.147398	0.159246	0.01218726	0.25738	0.241206	0.238877	0.262537	-3.606134	30.52015	0.07420799
63150	-20255.38	-20315.78	60.39776	0.0209221	0.0271797	0.0202163	0.0297832	0.0278732	0.0200807	0.0302389	0.0277122	0.0289298	0.0445113	0.0342539	0.0260993	0.0316706	0.0234016	0.0265248	0.0248495	0.0214079	0.0273841	0.0351914	0.0250525	0.0383387	0.0384879	0.0280084	0.0278484	0.0270635	0.0269287	0.0243654	0.0279158	0.0248412	0.0270541	0.0267616	0.0373744	0.0219607	0.0313548	0.0276769	0.0231555	0.0305533	0.0249203	0.0287706	0.1913282	0.16025	0.177866	0.139446	0.196391	0.148471	0.177577	0.008634262	0.267042	0.240472	0.228064	0.264422	-3.548401	28.70546	0.07992033
63200	-20249.15	-20314.92	65.77525	0.0245815	0.022795	0.0224793	0.0341431	0.0289551	0.0274787	0.0322561	0.0231976	0.0270733	0.0358295	0.0308023	0.0289272	0.0323623	0.0229709	0.025696	0.023295	0.0244911	0.0257464	0.0263766	0.0241248	0.0333939	0.0271298	0.0313792	0.02526	0.0237973	0.0338844	0.0274756	0.0365652	0.0370187	0.0340782	0.031889	0.0278674	0.0271515	0.0392614	0.0285303	0.0343025	0.0271301	0.0307446	0.02759334	0.1589667	0.162696	0.18827	0.142868	0.192388	0.146433	0.167346	0.0007189619	0.258176	0.251017	0.236018	0.254789	-3.590181	26.23044	0.05668333
63250	-20246.83	-20310.81	63.98193	0.0239065	0.0249272	0.0313667	0.0337053	0.0311251	0.0281437	0.0276511	0.0198057	0.0291177	0.0316772	0.0279195	0.0320531	0.0304557	0.0207023	0.0219542	0.0241742	0.0218987	0.0285845	0.0341995	0.0227468	0.0375792	0.0241547	0.0273774	0.0330402	0.0306292	0.0327001	0.0227226	0.0304098	0.0293306	0.0224766	0.0302354	0.0339743	0.0293324	0.0322373	0.0274372	0.0330246	0.0337174	0.0253269	0.0279512	0.1518592	0.167246	0.180811	0.13699	0.205459	0.147757	0.161737	0.01953956	0.262351	0.230822	0.234296	0.27253	-3.577295	27.03017	0.08039756
63300	-20261.34	-20312.28	50.9328	0.0188794	0.0243824	0.0266638	0.0335133	0.0308761	0.0269521	0.0274724	0.022841	0.0270973	0.0307622	0.0283114	0.0280353	0.0474049	0.0201252	0.0220324	0.0223967	0.0237917	0.0253514	0.0328853	0.0227774	0.0375102	0.0312875	0.0262208	0.025412	0.0232692	0.0341581	0.0186614	0.0304415	0.0175385	0.0173696	0.0322826	0.034934	0.0319084	0.0371057	0.0263198	0.023834	0.0315966	0.0297844	0.0277973	0.2395515	0.160945	0.172869	0.156057	0.207858	0.141863	0.160408	0.02832161	0.267298	0.238829	0.229124	0.264748	-3.582816	28.72763	0.09712475
63350	-20257.88	-20307.84	49.96168	0.0195538	0.0356999	0.0350886	0.0368569	0.0313662	0.0293404	0.0272571	0.0196075	0.0294787	0.04648	0.0403525	0.0247874	0.0456276	0.0243486	0.0287121	0.0257914	0.0194572	0.022257	0.0245014	0.0238572	0.0339913	0.0358591	0.02251	0.0286714	0.0215884	0.0262561	0.0228468	0.0269202	0.0167808	0.025223	0.0305768	0.0337163	0.0217708	0.0386815	0.0197454	0.0242654	0.0214666	0.0307866	0.02816901	0.2669057	0.173679	0.182799	0.144283	0.201803	0.134208	0.163228	0.002674721	0.262716	0.244214	0.22859	0.26448	-3.569533	26.736	0.06646492
63400	-20277.79	-20322.07	44.27897	0.0218	0.0431937	0.0573522	0.0357789	0.0283179	0.0282805	0.0321347	0.0291627	0.0235518	0.0491078	0.0457489	0.0271866	0.0313117	0.0257901	0.0315025	0.0211897	0.0222068	0.0236321	0.0335283	0.0231936	0.0338016	0.0234624	0.038975	0.0286868	0.0210628	0.019097	0.0296877	0.0192127	0.0415673	0.0221866	0.0384055	0.0311251	0.0193541	0.0338107	0.0340772	0.0216504	0.0260242	0.0246004	0.02914165	0.2531343	0.167276	0.175053	0.130653	0.194314	0.166865	0.165839	0.01278691	0.267636	0.230562	0.228372	0.27343	-3.535587	29.49606	0.07134179
63450	-20273.43	-20323.88	50.45189	0.0167484	0.0429907	0.0403336	0.0282541	0.0226512	0.0213182	0.0228054	0.0252748	0.023422	0.0340588	0.0313242	0.021017	0.0250817	0.0224232	0.0245018	0.0280367	0.0209405	0.017861	0.0252343	0.0222683	0.0312514	0.0308863	0.0318992	0.0316139	0.0328526	0.0254354	0.0273865	0.033359	0.0355667	0.0249934	0.0328991	0.0368407	0.0181816	0.027262	0.0282853	0.0191297	0.0173221	0.0244277	0.02654341	0.1827658	0.171236	0.195361	0.155251	0.174313	0.15154	0.1523	0.004782133	0.253302	0.247596	0.240908	0.258194	-3.628974	29.76146	0.0673739
63500	-20270.19	-20318.32	48.12313	0.0231153	0.043344	0.0429426	0.0303096	0.0308611	0.0242854	0.0254958	0.0248053	0.0321653	0.0396893	0.0264287	0.0373081	0.0264048	0.0248814	0.0336142	0.0251509	0.0223511	0.0272632	0.0333935	0.0245289	0.0415383	0.0227051	0.0292025	0.0412598	0.0214675	0.0157493	0.0255437	0.0365934	0.0343607	0.0352482	0.0351653	0.03335	0.0297175	0.0403594	0.0351566	0.0201351	0.0312961	0.0301641	0.02866932	0.2658138	0.172802	0.173594	0.155384	0.197626	0.150027	0.150566	0.006459787	0.267734	0.22693	0.231961	0.273375	-3.551928	26.20387	0.05420929
63550	-20263.16	-20312.41	49.25454	0.0231817	0.0338104	0.0462928	0.0353764	0.0275702	0.0261299	0.0332499	0.0263958	0.0309893	0.0305886	0.0330005	0.0256356	0.0273912	0.0213779	0.0244545	0.0207456	0.0163859	0.0249869	0.0317436	0.0227664	0.0234987	0.0266375	0.0400919	0.0263712	0.0327284	0.0250821	0.026505	0.0363872	0.021865	0.0299547	0.0337438	0.0297105	0.021143	0.0268452	0.0329759	0.0186176	0.0444186	0.0454718	0.02701456	0.2464592	0.167632	0.1822	0.151624	0.172888	0.157827	0.167829	0.004164111	0.265619	0.24562	0.229261	0.2595	-3.611379	25.93677	0.06038426
63600	-20253.83	-20322.71	68.88007	0.021057	0.032162	0.0310704	0.0284193	0.0239771	0.0252752	0.0246912	0.0212459	0.0207054	0.0291694	0.0251113	0.0231832	0.0279512	0.0182612	0.023162	0.0252645	0.0214408	0.0243854	0.0245457	0.0235806	0.0290717	0.0335126	0.0261595	0.0255753	0.0191196	0.0294189	0.0248232	0.0273818	0.0226458	0.029141	0.0302691	0.0323333	0.0277375	0.0262541	0.0259699	0.0202897	0.0250228	0.0195907	0.02556575	0.1482551	0.162186	0.192625	0.147093	0.183386	0.148898	0.165811	0.001485745	0.255976	0.235453	0.236583	0.271988	-3.666502	30.56476	0.0373309
63650	-20260.36	-20321.26	60.90347	0.0204745	0.0250672	0.0265346	0.0310741	0.0229302	0.0206507	0.0214336	0.0177601	0.023685	0.0302137	0.027533	0.0211021	0.018318	0.0210878	0.0192461	0.020324	0.0189829	0.020392	0.0257075	0.0236511	0.021349	0.0248518	0.0259075	0.0240309	0.0317077	0.0341888	0.0248861	0.0313884	0.0194241	0.0289947	0.0363669	0.0294866	0.0269825	0.0297491	0.0304961	0.0259082	0.0247573	0.0213445	0.02374668	0.1897177	0.165627	0.170266	0.156023	0.196729	0.154997	0.156357	0.01267417	0.257326	0.231804	0.249386	0.261483	-3.740312	32.84829	0.05766892
63700	-20257.22	-20328.65	71.43134	0.0220173	0.0240003	0.0294246	0.0229958	0.0232468	0.0231382	0.0220313	0.0188887	0.0213234	0.02746	0.0209908	0.0198453	0.0200642	0.0206603	0.0204735	0.0214227	0.022234	0.0226036	0.0270148	0.0266231	0.0299301	0.0315617	0.020738	0.0200946	0.0205443	0.0220558	0.0211246	0.030875	0.0300079	0.0205296	0.022039	0.0249193	0.021678	0.0244788	0.0250055	0.0182105	0.0195565	0.0302272	0.02367323	0.150337	0.147494	0.182341	0.148491	0.201015	0.155754	0.164905	0.0001471722	0.259064	0.232967	0.245088	0.26288	-3.74341	31.07022	0.03569663
