Iteration	Posterior	Likelihood	Prior	branch_rates	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	freq[1]	freq[2]	freq[3]	freq[4]	root_age	speciation_rate
1400	-20376.77	-20289.59	-87.18606	0.04278753	0.153119	0.150895	0.178388	0.162712	0.180389	0.174497	0.00554857	0.260092	0.23899	0.257657	0.243261	17.01748	0.1386271
1450	-20375.8	-20288.94	-86.85379	0.04278753	0.160661	0.15537	0.177047	0.1534	0.17982	0.173702	0.00266264	0.251411	0.246483	0.249057	0.253049	16.87399	0.07156553
1500	-20377.47	-20290.49	-86.97053	0.04278753	0.159462	0.15421	0.175725	0.160612	0.178478	0.171515	0.008161398	0.253427	0.247029	0.251054	0.24849	16.89814	0.08024358
1550	-20375.41	-20289.68	-85.73699	0.04278753	0.157307	0.152126	0.17335	0.171954	0.176066	0.169197	0.01388406	0.26218	0.244133	0.24811	0.245577	17.64467	0.08865774
1600	-20372.13	-20286.45	-85.68774	0.04278753	0.157153	0.161551	0.162704	0.171786	0.178512	0.168294	0.007881778	0.261826	0.244506	0.242812	0.250856	17.41361	0.09646076
1650	-20377.33	-20289.98	-87.35031	0.04278753	0.159363	0.161364	0.15238	0.177552	0.178306	0.171035	0.04169504	0.264125	0.244888	0.237928	0.253059	18.15156	0.09063827
1700	-20367.24	-20280.67	-86.57131	0.04278753	0.165171	0.14922	0.162517	0.164697	0.190092	0.168303	0.009836776	0.256627	0.237936	0.259562	0.245875	17.16631	0.08330147
1750	-20369.46	-20282.73	-86.73244	0.04278753	0.155963	0.152739	0.162709	0.166428	0.19209	0.170071	0.008793583	0.258213	0.239406	0.261166	0.241216	17.28657	0.1315343
1800	-20371.92	-20286.08	-85.83524	0.04278753	0.149249	0.160167	0.163699	0.167018	0.195583	0.164283	0.001509353	0.254854	0.235466	0.253311	0.256369	17.09111	0.1122869
1850	-20373.96	-20286.95	-87.00819	0.04278753	0.157694	0.154353	0.172962	0.159205	0.18075	0.175035	0.02330313	0.259279	0.250488	0.258695	0.231538	17.31311	0.146118
1900	-20371.74	-20285.17	-86.56151	0.04278753	0.157582	0.14335	0.172838	0.159092	0.193586	0.173553	0.0267296	0.261454	0.235843	0.253109	0.249594	17.596	0.1109481
1950	-20382.03	-20296.37	-85.65788	0.04278753	0.163679	0.148897	0.150419	0.166432	0.201077	0.169496	0.01295197	0.25697	0.248949	0.248768	0.245313	17.9032	0.1202256
2000	-20375.96	-20290.9	-85.06003	0.04278753	0.147238	0.16231	0.153839	0.158159	0.204075	0.174378	0.003638479	0.254909	0.241475	0.26027	0.243346	17.99623	0.1140179
2050	-20378.86	-20291.78	-87.07447	0.04278753	0.143319	0.157989	0.164667	0.153949	0.198643	0.181434	0.002803167	0.274693	0.239516	0.249428	0.236363	16.50897	0.07199045
2100	-20378.47	-20291.96	-86.5077	0.04278753	0.177589	0.148564	0.15867	0.147951	0.192399	0.174826	0.01281109	0.25775	0.234657	0.25117	0.256423	17.45192	0.1239596
2150	-20379.2	-20291.37	-87.82696	0.04278753	0.176257	0.160248	0.160151	0.149332	0.184205	0.169806	0.03400021	0.261199	0.237798	0.255978	0.245026	17.95325	0.1645371
2200	-20375.55	-20288.54	-87.00753	0.04278753	0.158618	0.160104	0.160008	0.163625	0.187991	0.169654	0.03876839	0.249001	0.241528	0.261382	0.24809	17.77292	0.120835
2250	-20376.7	-20290.42	-86.28379	0.04278753	0.162486	0.152318	0.156276	0.166027	0.190749	0.172144	0.01016087	0.244972	0.240505	0.259863	0.25466	17.32987	0.0841169
2300	-20374.44	-20289.29	-85.14786	0.04278753	0.16673	0.156297	0.160358	0.144244	0.195731	0.17664	0.005950765	0.254075	0.250598	0.25199	0.243337	18.3148	0.08934562
2350	-20372.74	-20286.1	-86.63328	0.04278753	0.16997	0.151056	0.161677	0.168182	0.189169	0.159945	0.03426902	0.258451	0.229213	0.26735	0.244986	17.45346	0.1099778
2400	-20371.02	-20284.52	-86.49764	0.04278753	0.15633	0.150264	0.165114	0.171757	0.19319	0.163346	0.01167322	0.260908	0.235582	0.251652	0.251858	16.94806	0.1125059
2450	-20375.37	-20288.57	-86.79713	0.04278753	0.159672	0.179291	0.154117	0.162951	0.183415	0.160555	0.02156663	0.254441	0.235287	0.247273	0.262999	17.21654	0.1062338
2500	-20374.71	-20287.99	-86.72007	0.04278753	0.177032	0.162924	0.164732	0.153664	0.181602	0.160045	0.02770187	0.250967	0.238217	0.255557	0.255259	18.08032	0.1305673
2550	-20379.47	-20291.96	-87.50567	0.04278753	0.174233	0.160348	0.157979	0.171194	0.178731	0.157515	0.02515479	0.249056	0.24149	0.246663	0.26279	16.64825	0.1061809
2600	-20379.32	-20293.72	-85.59517	0.04278753	0.179405	0.158303	0.155963	0.16901	0.187761	0.149558	0.01332387	0.247433	0.22185	0.263569	0.267148	17.38737	0.1092426
2650	-20377.79	-20290.02	-87.76797	0.04278753	0.159383	0.158596	0.155173	0.16557	0.183938	0.177341	0.04400289	0.258746	0.235941	0.252328	0.252985	17.3929	0.1006523
2700	-20374.17	-20286.46	-87.70978	0.04278753	0.169677	0.15416	0.164925	0.167599	0.178516	0.165123	0.03153658	0.254779	0.245451	0.252276	0.247494	16.81497	0.1291624
2750	-20376.51	-20288.83	-87.68273	0.04278753	0.157145	0.177842	0.162662	0.155221	0.178679	0.168451	0.0314042	0.257886	0.250637	0.240964	0.250513	16.70727	0.1355781
2800	-20374.35	-20286.55	-87.80253	0.04278753	0.153686	0.169809	0.159082	0.172187	0.174558	0.170678	0.04762919	0.256299	0.249094	0.23948	0.255127	17.52547	0.1191099
2850	-20373.37	-20285.39	-87.9791	0.04278753	0.155396	0.17026	0.160852	0.15819	0.185186	0.170116	0.04155055	0.255123	0.252692	0.248993	0.243192	17.32862	0.1335328
2900	-20375.99	-20287.22	-88.76936	0.04278753	0.156977	0.162645	0.162489	0.148781	0.187959	0.181149	0.05855143	0.255123	0.252692	0.248993	0.243192	17.37232	0.1651175
2950	-20374.89	-20287.64	-87.25025	0.04278753	0.164501	0.172818	0.154984	0.158087	0.185486	0.164123	0.02324408	0.253807	0.244679	0.244512	0.257003	17.10954	0.1313078
3000	-20381.04	-20293.79	-87.24645	0.04278753	0.162307	0.17235	0.168736	0.15166	0.183013	0.161934	0.03273208	0.25024	0.24124	0.255128	0.253392	17.20991	0.1040352
3050	-20372.06	-20283.23	-88.83099	0.04278753	0.170798	0.151351	0.157433	0.158543	0.191468	0.170406	0.06200094	0.252708	0.24362	0.255577	0.248094	17.56251	0.1069718
3100	-20370.89	-20281.79	-89.10149	0.04278753	0.154986	0.150591	0.16514	0.169224	0.190507	0.169551	0.02921123	0.261789	0.24066	0.252472	0.24508	17.27112	0.1783693
3150	-20372.7	-20284.87	-87.83148	0.04278753	0.160682	0.152748	0.163769	0.163509	0.187883	0.171409	0.01444427	0.264647	0.240601	0.251231	0.243521	17.21902	0.06612974
3200	-20374.85	-20284.81	-90.0302	0.04278753	0.160046	0.152143	0.16312	0.166821	0.187139	0.170731	0.03723023	0.260759	0.239049	0.258241	0.24195	17.43557	0.1884146
3250	-20376	-20290.12	-85.87641	0.04278753	0.15283	0.171546	0.159609	0.169032	0.183966	0.163017	0.009486915	0.256736	0.240949	0.248904	0.253411	18.21878	0.1230034
3300	-20372.29	-20286.04	-86.25132	0.04278753	0.150583	0.169023	0.158109	0.166547	0.185064	0.170674	0.001297598	0.251962	0.242497	0.250503	0.255038	17.73663	0.1447931
3350	-20376.23	-20289.74	-86.48329	0.04278753	0.154193	0.151872	0.16724	0.171065	0.180327	0.175303	0.01771628	0.257128	0.242931	0.256092	0.243849	16.94608	0.107705
3400	-20374.28	-20287.35	-86.93611	0.04278753	0.170145	0.151526	0.159826	0.16368	0.179917	0.174904	0.02868574	0.260128	0.231948	0.251883	0.25604	17.70786	0.09405744
3450	-20376.69	-20289.59	-87.10026	0.04278753	0.16374	0.156156	0.161097	0.176773	0.182573	0.159661	0.0192995	0.256293	0.241803	0.24336	0.258543	17.91282	0.1548421
3500	-20380.12	-20294.66	-85.4617	0.04278753	0.168575	0.160767	0.165854	0.152464	0.187964	0.164376	0.005017699	0.255088	0.228345	0.263215	0.253353	18.1167	0.1334963
3550	-20376.42	-20290.95	-85.47015	0.04278753	0.171431	0.147067	0.168665	0.163299	0.191149	0.158389	0.002993854	0.246768	0.238944	0.251792	0.262495	17.52306	0.1222651
3600	-20371.72	-20286.36	-85.35611	0.04278753	0.156015	0.160162	0.164465	0.16465	0.18639	0.168318	0.003671179	0.270449	0.232012	0.244487	0.253051	17.62928	0.09138979
3650	-20374.46	-20289.55	-84.91052	0.04278753	0.164876	0.153824	0.167401	0.170836	0.181404	0.161658	0.0006979056	0.253634	0.243556	0.254862	0.247948	17.81987	0.09431084
3700	-20374.73	-20286.45	-88.27874	0.04278753	0.1596	0.148901	0.162044	0.165368	0.188127	0.175959	0.0005988466	0.261781	0.240898	0.25208	0.245242	17.42843	0.1650036
3750	-20373.3	-20285.17	-88.12609	0.04278753	0.161199	0.148621	0.161739	0.155591	0.197222	0.175628	0.02614331	0.268638	0.238045	0.254151	0.239166	16.43965	0.143047
3800	-20386.32	-20299.81	-86.51342	0.04278753	0.160939	0.148381	0.171893	0.15534	0.188103	0.175345	0.05023962	0.255843	0.248806	0.249014	0.246337	18.50866	0.1254237
3850	-20377.54	-20291.59	-85.94565	0.04278753	0.167316	0.161393	0.168481	0.156275	0.184369	0.162166	0.005692133	0.256358	0.247295	0.249515	0.246832	17.43777	0.08914318
3900	-20373.29	-20287.3	-85.98701	0.04278753	0.172246	0.166148	0.152701	0.16088	0.181081	0.166944	0.002960558	0.262488	0.237891	0.251161	0.24846	17.41036	0.119308
3950	-20373.65	-20287.03	-86.6211	0.04278753	0.156141	0.165998	0.170894	0.152176	0.187463	0.16733	0.006453737	0.250708	0.240303	0.259081	0.249907	17.54119	0.07119573
4000	-20379.89	-20293.68	-86.20257	0.04278753	0.162229	0.144672	0.183254	0.157738	0.17866	0.173446	0.002291144	0.262436	0.245186	0.262676	0.229702	17.4282	0.07695236
4050	-20372.35	-20286.77	-85.57885	0.04278753	0.163392	0.163853	0.159297	0.15887	0.185347	0.169241	0.002240277	0.249961	0.241872	0.247011	0.261155	17.3674	0.09304046
4100	-20369.36	-20284.05	-85.3074	0.04278753	0.166083	0.146373	0.160432	0.163117	0.19722	0.166775	6.550706e-05	0.265017	0.238944	0.255034	0.241005	17.8032	0.08172259
4150	-20376.15	-20290.91	-85.24004	0.04278753	0.158565	0.155522	0.149914	0.177649	0.181661	0.176688	0.0008229318	0.260789	0.234584	0.250966	0.253661	17.05887	0.09995964
4200	-20370.58	-20285.51	-85.07032	0.04278753	0.163297	0.152348	0.16021	0.167945	0.187911	0.168289	0.0002503411	0.259579	0.24323	0.247268	0.249923	17.32367	0.1098902
4250	-20370.95	-20286.14	-84.80919	0.04278753	0.172664	0.151551	0.152953	0.168726	0.17951	0.174597	0.001061189	0.26007	0.24369	0.245843	0.250396	18.00441	0.09759929
4300	-20378.54	-20293.63	-84.91263	0.04278753	0.172293	0.152387	0.153797	0.170123	0.180423	0.170975	0.005802619	0.265868	0.23845	0.255832	0.23985	18.19256	0.1100315
4350	-20367.69	-20281.11	-86.57513	0.04278753	0.169129	0.159443	0.159678	0.164205	0.178445	0.1691	0.02148188	0.251068	0.242361	0.249101	0.25747	17.24417	0.1093041
4400	-20380.48	-20293.28	-87.2011	0.04278753	0.163631	0.16977	0.169529	0.143225	0.173718	0.180127	0.01048898	0.254204	0.247543	0.256136	0.242117	16.90627	0.1319291
4450	-20369.03	-20282.81	-86.21815	0.04278753	0.159609	0.155868	0.165361	0.150001	0.193463	0.175699	0.001195709	0.256626	0.240275	0.258577	0.244522	17.43784	0.1371106
4500	-20370.53	-20284.85	-85.67522	0.04278753	0.152887	0.158556	0.178095	0.150646	0.188565	0.171251	0.004331188	0.250147	0.255685	0.259103	0.235065	17.26914	0.1077912
4550	-20374.06	-20288.32	-85.73778	0.04278753	0.157388	0.155843	0.183338	0.153649	0.182286	0.167497	0.0183857	0.248971	0.254484	0.259081	0.237463	17.57344	0.1138333
4600	-20371.23	-20284.47	-86.75252	0.04278753	0.171206	0.157511	0.164594	0.162047	0.184238	0.160404	0.0129918	0.247646	0.24916	0.258253	0.244941	17.47963	0.07524337
4650	-20373.25	-20286.29	-86.96213	0.04278753	0.15418	0.166084	0.155102	0.154816	0.194265	0.175553	0.01054759	0.257843	0.253374	0.248271	0.240512	16.76113	0.1277878
4700	-20375.27	-20288.88	-86.39061	0.04278753	0.151739	0.162735	0.175876	0.154919	0.190718	0.164013	0.01408211	0.262504	0.243134	0.252758	0.241604	17.98299	0.07265543
4750	-20369.38	-20282.92	-86.46048	0.04278753	0.168817	0.16417	0.167418	0.154498	0.183672	0.161425	0.008481731	0.250363	0.247136	0.256919	0.245582	17.05441	0.08385154
4800	-20369.58	-20282.94	-86.63195	0.04278753	0.157622	0.16915	0.170329	0.147335	0.189243	0.166321	0.01286975	0.248978	0.247593	0.257394	0.246035	16.85936	0.1078495
4850	-20377.97	-20291.13	-86.84043	0.04278753	0.156928	0.151989	0.169579	0.153452	0.18841	0.179641	0.009662014	0.253617	0.248856	0.263868	0.233659	18.60932	0.06163939
4900	-20381.32	-20294.31	-87.01195	0.04278753	0.162708	0.141028	0.175825	0.139215	0.187709	0.193516	0.02997031	0.253563	0.248874	0.263887	0.233676	17.4643	0.1010865
4950	-20384.31	-20297.66	-86.65117	0.04278753	0.132696	0.150425	0.192022	0.15204	0.192583	0.180235	0.02881722	0.258169	0.25762	0.254697	0.229514	18.40953	0.08704461
5000	-20381.03	-20296	-85.02758	0.04278753	0.166872	0.155401	0.16404	0.153912	0.177312	0.182464	0.02178227	0.261283	0.248667	0.257768	0.232282	18.64616	0.1010944
5050	-20374.15	-20289	-85.14997	0.04278753	0.171346	0.152694	0.15684	0.153927	0.195007	0.170186	0.001026518	0.254962	0.241549	0.251447	0.252042	17.8348	0.1207141
5100	-20374.99	-20288.19	-86.80274	0.04278753	0.157131	0.165224	0.160037	0.162127	0.190136	0.165344	0.01352694	0.253002	0.23861	0.259414	0.248975	17.13857	0.1430297
5150	-20373.26	-20286.33	-86.93385	0.04278753	0.171416	0.165438	0.168928	0.157269	0.18343	0.153519	0.01532743	0.253163	0.238122	0.25958	0.249134	17.35839	0.08135466
5200	-20383.51	-20295	-88.50656	0.04278753	0.159294	0.149476	0.178419	0.156931	0.193735	0.162144	0.01565051	0.265028	0.245063	0.243235	0.246674	17.9547	0.05728978
5250	-20372.67	-20287.17	-85.50042	0.04278753	0.174648	0.154886	0.157089	0.166239	0.190773	0.156366	0.007586758	0.250903	0.235379	0.260367	0.253351	17.95149	0.0864017
5300	-20377.54	-20291.18	-86.36004	0.04278753	0.15544	0.172329	0.170835	0.152941	0.188372	0.160082	0.009761388	0.239908	0.244623	0.270418	0.245051	17.08263	0.0857412
5350	-20381.91	-20295.54	-86.37606	0.04278753	0.162996	0.157045	0.170574	0.145847	0.212673	0.150864	0.01254742	0.261727	0.241252	0.266691	0.230329	17.34638	0.1202807
5400	-20375.55	-20284.7	-90.85164	0.04278753	0.160309	0.154456	0.167042	0.168831	0.189085	0.160278	0.1087415	0.254466	0.240304	0.257299	0.24793	17.79775	0.1797603
5450	-20372.48	-20286.63	-85.84915	0.04278753	0.159236	0.153421	0.177434	0.151848	0.187819	0.170242	0.006766415	0.255488	0.251312	0.25373	0.23947	17.68711	0.1382028
5500	-20375.5	-20290.42	-85.08164	0.04278753	0.160207	0.159963	0.160974	0.172068	0.16711	0.179677	0.0003729199	0.2512	0.250978	0.251525	0.246297	17.43128	0.1001382
5550	-20371.01	-20284.16	-86.84922	0.04278753	0.146442	0.155582	0.173697	0.151374	0.196796	0.176109	0.007338061	0.260936	0.246365	0.249867	0.242832	17.93734	0.06467842
5600	-20376.81	-20288.63	-88.18169	0.04278753	0.15504	0.150441	0.183896	0.146216	0.187543	0.176864	0.005514128	0.256223	0.247871	0.252329	0.243578	17.29115	0.05729571
5650	-20375.05	-20286.7	-88.34782	0.04278753	0.159029	0.153768	0.172493	0.155481	0.189825	0.169403	0.009914329	0.261487	0.244568	0.25604	0.237905	17.15722	0.1642946
5700	-20372.97	-20286.58	-86.38992	0.04278753	0.15609	0.151008	0.174098	0.15868	0.177771	0.182354	0.004957921	0.256713	0.255311	0.252701	0.235274	16.85202	0.1170934
5750	-20377.82	-20291.69	-86.1381	0.04278753	0.173515	0.150402	0.161438	0.165174	0.187011	0.16246	0.01234756	0.26326	0.238072	0.250456	0.248213	17.58606	0.1062729
5800	-20372.71	-20284.08	-88.6266	0.04278753	0.155884	0.155231	0.166621	0.163082	0.191507	0.167676	0.04685822	0.258694	0.238622	0.262239	0.240445	16.72852	0.1545428
5850	-20381.48	-20292.71	-88.76124	0.04278753	0.158249	0.151315	0.166235	0.154437	0.19889	0.170875	0.05676433	0.259842	0.239681	0.258964	0.241513	17.12203	0.1444738
5900	-20377.57	-20290.54	-87.02834	0.04278753	0.162148	0.147179	0.158484	0.167931	0.198876	0.165382	0.02882613	0.265754	0.228286	0.253646	0.252313	18.48932	0.07490708
5950	-20373.46	-20288.02	-85.44589	0.04278753	0.163108	0.145872	0.156812	0.174277	0.195498	0.164432	0.0009583575	0.264478	0.233464	0.249346	0.252712	17.45582	0.1123408
6000	-20378.96	-20292.44	-86.51881	0.04278753	0.151715	0.153705	0.168621	0.164039	0.198251	0.16367	0.008004277	0.260234	0.236335	0.257794	0.245637	16.84213	0.08008752
6050	-20378.58	-20293.15	-85.42658	0.04278753	0.152331	0.155193	0.169015	0.165627	0.201193	0.15664	0.00726567	0.260559	0.235018	0.258302	0.246121	17.38142	0.1013822
6100	-20379.12	-20293.42	-85.7013	0.04278753	0.158271	0.167617	0.158319	0.15733	0.194381	0.164083	0.02128191	0.249987	0.247856	0.247822	0.254335	18.22236	0.1085155
6150	-20371.81	-20285.55	-86.25919	0.04278753	0.165952	0.153733	0.158046	0.164602	0.193949	0.163718	0.001837816	0.260688	0.240809	0.244429	0.254075	16.71281	0.1119443
6200	-20368.51	-20282.49	-86.0274	0.04278753	0.174845	0.15907	0.159016	0.163681	0.178924	0.164464	0.001695853	0.262183	0.234852	0.255219	0.247747	16.8458	0.1084066
6250	-20373.71	-20288.37	-85.34019	0.04278753	0.159935	0.146651	0.156523	0.157101	0.195608	0.184183	0.004453346	0.259981	0.25288	0.253076	0.234062	17.6237	0.08575354
6300	-20375.58	-20287.94	-87.6326	0.04278753	0.151353	0.146984	0.172092	0.157458	0.196053	0.176061	0.02243704	0.256878	0.24428	0.25869	0.240152	16.89458	0.09080495
6350	-20374.01	-20287.79	-86.21302	0.04278753	0.160536	0.148377	0.168514	0.165586	0.176695	0.180292	0.002369802	0.259984	0.247233	0.249728	0.243055	16.92867	0.1209101
6400	-20373.34	-20286.12	-87.22182	0.04278753	0.156051	0.160171	0.157996	0.152012	0.194298	0.179472	0.002398353	0.260757	0.241548	0.252217	0.245478	16.57418	0.07257492
6450	-20376.05	-20287.54	-88.50393	0.04278753	0.143239	0.158605	0.167587	0.171415	0.181599	0.177554	0.03880439	0.265781	0.247845	0.243677	0.242698	17.04196	0.1561282
6500	-20377.82	-20288.12	-89.7013	0.04278753	0.142662	0.148077	0.166911	0.17071	0.194801	0.176839	0.04711171	0.269908	0.232735	0.253021	0.244336	17.22495	0.1839771
6550	-20371.24	-20283.73	-87.51306	0.04278753	0.161133	0.150459	0.168824	0.158803	0.19585	0.164931	0.02560572	0.269652	0.232514	0.25373	0.244105	16.81774	0.08971242
6600	-20376.87	-20289.59	-87.27655	0.04278753	0.150317	0.152993	0.160351	0.150833	0.211124	0.174382	0.01875557	0.261629	0.242408	0.255583	0.24038	17.38561	0.1468217
6650	-20374.13	-20286.12	-88.01252	0.04278753	0.160997	0.138908	0.16479	0.165723	0.191457	0.178125	0.01209901	0.2637	0.239983	0.255075	0.241242	16.7324	0.1585242
6700	-20371.89	-20283.43	-88.45927	0.04278753	0.160951	0.153014	0.156402	0.174443	0.189141	0.16605	0.05813895	0.269131	0.23762	0.252564	0.240685	17.05414	0.1435725
6750	-20370.27	-20283.12	-87.14741	0.04278753	0.161722	0.153747	0.157151	0.164157	0.196623	0.166601	0.01084563	0.263181	0.239318	0.252282	0.245218	16.17328	0.1043866
6800	-20379.05	-20289.72	-89.33427	0.04278753	0.154442	0.154263	0.178804	0.148138	0.188133	0.17622	0.0744175	0.249979	0.251882	0.257999	0.24014	17.85869	0.163674
6850	-20375.4	-20287.67	-87.73778	0.04278753	0.158422	0.163172	0.156478	0.156542	0.179565	0.185821	0.03037576	0.256736	0.25252	0.248829	0.241915	17.09909	0.1435758
6900	-20375.39	-20289.54	-85.85164	0.04278753	0.161368	0.148111	0.159366	0.159453	0.182699	0.189002	0.003480562	0.266856	0.23165	0.260324	0.241169	16.88518	0.09934914
6950	-20372.92	-20285.18	-87.73498	0.04278753	0.151711	0.144065	0.168405	0.170598	0.187529	0.177692	0.03965996	0.264747	0.236613	0.258267	0.240374	16.98036	0.141781
7000	-20376.11	-20287.48	-88.62626	0.04278753	0.158212	0.148513	0.16043	0.16252	0.198228	0.172098	0.04495399	0.267002	0.239681	0.250896	0.242421	17.60089	0.1475306
7050	-20376.03	-20288.84	-87.19692	0.04278753	0.160171	0.150747	0.160112	0.15474	0.200716	0.173514	0.02446342	0.268173	0.240733	0.247609	0.243485	17.13882	0.08953146
7100	-20381.94	-20294.88	-87.0624	0.04278753	0.151882	0.16281	0.141409	0.172803	0.197821	0.173276	0.00601645	0.266678	0.234174	0.249004	0.250144	17.39865	0.06542164
7150	-20370.67	-20285.27	-85.39526	0.04278753	0.154397	0.154612	0.161981	0.162999	0.189865	0.176146	0.006123416	0.258306	0.253778	0.249748	0.238168	17.90651	0.0864568
7200	-20376.76	-20289.73	-87.03654	0.04278753	0.155754	0.154238	0.165152	0.16838	0.184919	0.171557	0.01167364	0.264921	0.241219	0.25201	0.241849	17.08289	0.1293413
7250	-20369.98	-20284.25	-85.73233	0.04278753	0.15787	0.15636	0.162314	0.162075	0.187463	0.173918	0.01289821	0.25738	0.243243	0.25761	0.241766	17.49444	0.1049412
