Iteration	Posterior	Likelihood	Prior	branch_rates	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	freq[1]	freq[2]	freq[3]	freq[4]	root_age	speciation_rate
1800	-20359.04	-20267.24	-91.79777	0.09734747	0.174152	0.16344	0.152298	0.16837	0.155451	0.186288	0.02595705	0.247918	0.255467	0.243698	0.252917	7.470905	0.1780476
1850	-20359.05	-20267.08	-91.97488	0.09734747	0.186957	0.165214	0.157908	0.170596	0.152158	0.167168	0.05664964	0.248401	0.247713	0.246628	0.257258	7.790877	0.272367
1900	-20371.17	-20275.32	-95.85315	0.09734747	0.17613	0.167246	0.149039	0.173837	0.147529	0.18622	0.1076291	0.243924	0.251387	0.233578	0.271111	7.598094	0.159185
1950	-20359.23	-20267.82	-91.41467	0.09734747	0.18848	0.162864	0.157139	0.171667	0.151836	0.168014	0.02619315	0.244319	0.247666	0.250807	0.257207	7.358062	0.2308396
2000	-20361.31	-20269.12	-92.19729	0.09734747	0.173198	0.156867	0.168816	0.173615	0.159016	0.168488	0.03604702	0.257095	0.24354	0.245892	0.253473	7.495672	0.1840602
2050	-20357.86	-20265.53	-92.32367	0.09734747	0.168761	0.165664	0.170517	0.16843	0.154033	0.172595	0.02029398	0.253979	0.253954	0.239266	0.252801	7.305922	0.1576159
2100	-20359.07	-20267.52	-91.55827	0.09734747	0.170575	0.167444	0.15335	0.170241	0.16394	0.17445	0.02419006	0.249762	0.248848	0.242695	0.258694	7.367318	0.2231653
2150	-20366.18	-20275.27	-90.91434	0.09734747	0.173951	0.173418	0.156386	0.151158	0.167185	0.177903	0.01445213	0.24492	0.245558	0.254248	0.255274	7.464683	0.2403527
2200	-20363.47	-20271.67	-91.8033	0.09734747	0.17213	0.169541	0.170899	0.147572	0.165933	0.173925	0.01805852	0.243771	0.244406	0.253594	0.25823	7.41944	0.2829151
2250	-20359.95	-20268.74	-91.21128	0.09734747	0.181772	0.152783	0.175821	0.151821	0.170711	0.167092	0.008291672	0.2548	0.241014	0.262292	0.241893	7.332367	0.1799333
2300	-20363.91	-20268.36	-95.5452	0.09734747	0.167668	0.157413	0.157228	0.156493	0.185911	0.175287	0.1400069	0.257558	0.243623	0.254308	0.244511	7.573346	0.3510182
2350	-20364.2	-20272.33	-91.86432	0.09734747	0.175298	0.156766	0.169465	0.154051	0.164607	0.179814	0.02396684	0.236444	0.25273	0.254829	0.255998	7.315915	0.2737869
2400	-20356.3	-20265.33	-90.96672	0.09734747	0.173942	0.167419	0.168154	0.15286	0.163334	0.174291	0.01101528	0.242635	0.254219	0.257811	0.245335	7.462786	0.2224469
2450	-20369.02	-20278.68	-90.34107	0.09734747	0.165709	0.172772	0.154058	0.157512	0.170355	0.179595	0.0047851	0.249003	0.252446	0.246326	0.252225	7.968105	0.1649608
2500	-20367.3	-20276.39	-90.9102	0.09734747	0.171784	0.170837	0.155815	0.159308	0.160839	0.181417	0.001991441	0.247094	0.251349	0.250428	0.251129	7.293953	0.2157909
2550	-20359.63	-20266.89	-92.74796	0.09734747	0.17731	0.160111	0.15696	0.165792	0.166013	0.173814	0.03873319	0.256081	0.248349	0.247438	0.248132	7.755084	0.3254836
2600	-20359.49	-20267.9	-91.59292	0.09734747	0.179099	0.157481	0.160913	0.159163	0.169053	0.174292	0.02271095	0.256631	0.248165	0.247255	0.247948	7.332403	0.2294782
2650	-20361.2	-20269.51	-91.68561	0.09734747	0.167247	0.168057	0.158984	0.158265	0.167026	0.180421	0.05377544	0.249848	0.253715	0.241695	0.254742	7.687431	0.2857847
2700	-20358.42	-20267.46	-90.95714	0.09734747	0.163591	0.164384	0.155508	0.172586	0.163374	0.180557	0.02941276	0.251447	0.246245	0.245936	0.256373	7.659375	0.2469718
2750	-20359.89	-20267.86	-92.02841	0.09734747	0.167039	0.167338	0.164236	0.155036	0.178744	0.167607	0.01070058	0.245271	0.258765	0.249492	0.246472	7.539384	0.3027872
2800	-20366.52	-20272.87	-93.64737	0.09734747	0.172049	0.157515	0.170785	0.161218	0.152248	0.186185	0.04098832	0.244734	0.265306	0.246434	0.243527	7.939793	0.3591778
2850	-20357.34	-20264.08	-93.26702	0.09734747	0.187056	0.161569	0.158912	0.160041	0.162718	0.169704	0.08437921	0.253684	0.239569	0.25388	0.252867	7.364885	0.2866778
2900	-20362.61	-20269.88	-92.72864	0.09734747	0.187376	0.157763	0.169628	0.15107	0.165207	0.168957	0.06997081	0.245833	0.245622	0.263504	0.245041	7.483773	0.2306408
2950	-20355.57	-20264	-91.56688	0.09734747	0.183103	0.153013	0.166017	0.160544	0.162389	0.174934	0.01704932	0.254158	0.241735	0.251042	0.253065	7.354611	0.1891995
3000	-20361.4	-20269.5	-91.89813	0.09734747	0.170037	0.15666	0.160756	0.17313	0.163138	0.176278	0.04419604	0.252284	0.239599	0.252326	0.255791	7.383359	0.2534425
3050	-20366.02	-20274.51	-91.50815	0.09734747	0.169481	0.152463	0.145173	0.187149	0.162604	0.183131	0.008166082	0.271601	0.236995	0.238905	0.252498	7.298808	0.2692011
3100	-20364.37	-20272.04	-92.33933	0.09734747	0.181168	0.1551	0.147684	0.190385	0.165416	0.160248	0.05654033	0.264993	0.241153	0.240887	0.252967	7.427372	0.2290012
3150	-20360.59	-20268.89	-91.70739	0.09734747	0.176517	0.159147	0.151537	0.171082	0.165473	0.176245	0.02542944	0.256746	0.245548	0.244675	0.253031	7.274635	0.2640211
3200	-20360.23	-20268.82	-91.40155	0.09734747	0.16534	0.169025	0.160432	0.168992	0.163524	0.172687	0.005217655	0.257803	0.241259	0.245682	0.255256	7.32418	0.2772335
3250	-20362.53	-20271.7	-90.83037	0.09734747	0.174988	0.163345	0.163372	0.150757	0.164776	0.182763	0.0221164	0.244146	0.258713	0.24382	0.253322	7.688096	0.1999318
3300	-20365.64	-20273.61	-92.03365	0.09734747	0.177958	0.167656	0.159101	0.172891	0.160469	0.161925	0.05295944	0.234463	0.245568	0.252393	0.267576	7.300024	0.2639858
3350	-20359.36	-20267.61	-91.74694	0.09734747	0.176648	0.166422	0.156307	0.171618	0.16827	0.160733	0.0006731766	0.247019	0.244471	0.251266	0.257244	7.387607	0.2922596
3400	-20365.34	-20274.3	-91.03587	0.09734747	0.185053	0.148889	0.152617	0.173567	0.167619	0.172255	0.004935748	0.244318	0.247216	0.249297	0.259169	7.507256	0.1845502
3450	-20366.86	-20274.42	-92.43442	0.09734747	0.171796	0.152728	0.154006	0.174191	0.159307	0.187973	0.05754696	0.250722	0.244809	0.247823	0.256646	7.433005	0.2528975
3500	-20357.09	-20264.79	-92.30789	0.09734747	0.168613	0.172134	0.169653	0.166036	0.156356	0.167207	0.0453952	0.249104	0.256051	0.246224	0.248621	7.402159	0.2793717
3550	-20368.24	-20275.77	-92.47245	0.09734747	0.166432	0.169907	0.167834	0.163888	0.168419	0.16352	0.04437378	0.236934	0.26033	0.254042	0.248695	7.689072	0.159871
3600	-20368.43	-20276.53	-91.90571	0.09734747	0.164445	0.167133	0.170731	0.16977	0.161337	0.166584	0.04319957	0.246941	0.254245	0.248104	0.25071	7.532325	0.2644723
3650	-20358.71	-20266.44	-92.27934	0.09734747	0.161994	0.163468	0.161631	0.167342	0.157881	0.187684	0.04803974	0.250835	0.25094	0.247811	0.250414	7.666107	0.1887044
3700	-20366.24	-20275.23	-91.01629	0.09734747	0.183728	0.160351	0.150574	0.164151	0.157091	0.184105	0.03490257	0.257358	0.240669	0.241643	0.26033	7.889161	0.2135462
3750	-20361.52	-20268.37	-93.15553	0.09734747	0.173565	0.168253	0.158683	0.180203	0.157272	0.162024	0.08418919	0.251498	0.248422	0.236141	0.263939	7.467398	0.2318607
3800	-20364.17	-20272.55	-91.61482	0.09734747	0.183594	0.156636	0.163279	0.163474	0.152653	0.180364	0.0107146	0.24501	0.235331	0.246329	0.27333	7.535626	0.154482
3850	-20366.68	-20274.05	-92.62751	0.09734747	0.176933	0.150636	0.161168	0.157213	0.180594	0.173456	0.01237351	0.264234	0.244048	0.245945	0.245773	7.529467	0.3327017
3900	-20357.09	-20266.08	-91.00309	0.09734747	0.177882	0.14529	0.170189	0.166324	0.171347	0.168967	0.003884093	0.244918	0.239432	0.260866	0.254784	7.515832	0.1675325
3950	-20359.4	-20269.04	-90.36818	0.09734747	0.194024	0.149325	0.165116	0.161366	0.166239	0.16393	0.005045718	0.241702	0.243553	0.255576	0.259169	7.401175	0.2181133
4000	-20363.64	-20272.41	-91.22918	0.09734747	0.178441	0.152664	0.166369	0.164974	0.169956	0.167596	0.03037345	0.253552	0.231016	0.269824	0.245608	7.567404	0.2296432
4050	-20360.57	-20267.28	-93.29887	0.09734747	0.184527	0.159974	0.162784	0.158699	0.168581	0.165435	0.02411813	0.249131	0.236411	0.263114	0.251343	7.263562	0.3337036
4100	-20357.12	-20266.04	-91.07832	0.09734747	0.175971	0.161653	0.164492	0.160364	0.17035	0.167171	0.004995175	0.251647	0.236548	0.26739	0.244415	7.255809	0.1944268
4150	-20370.61	-20278.11	-92.4943	0.09734747	0.172259	0.162151	0.168979	0.160942	0.167896	0.167773	0.03160788	0.24798	0.244199	0.245301	0.262519	7.564286	0.1524229
4200	-20366.46	-20272.25	-94.2072	0.09734747	0.172038	0.161463	0.163298	0.165086	0.157806	0.18031	0.1019048	0.251689	0.264625	0.23419	0.249496	7.06706	0.2541451
4250	-20361.1	-20268.55	-92.54591	0.09734747	0.176994	0.16906	0.150107	0.178044	0.167827	0.157968	0.04729485	0.255052	0.241777	0.249597	0.253573	7.538299	0.3120069
4300	-20366.1	-20274.82	-91.28179	0.09734747	0.165185	0.157781	0.151327	0.19114	0.156927	0.17764	0.004306698	0.263435	0.249724	0.238937	0.247904	7.30298	0.1889081
4350	-20365.88	-20275.2	-90.67664	0.09734747	0.17607	0.164874	0.175499	0.160861	0.147551	0.175145	0.0044363	0.251165	0.256997	0.235625	0.256213	7.358312	0.2070712
4400	-20363.24	-20270.94	-92.29318	0.09734747	0.180588	0.165823	0.153671	0.161787	0.161977	0.176154	0.01647109	0.245803	0.236734	0.254758	0.262705	8.105636	0.1212707
4450	-20359.83	-20269.11	-90.71198	0.09734747	0.179541	0.175356	0.159206	0.161914	0.149811	0.174172	0.004603027	0.240219	0.254075	0.24897	0.256737	7.5178	0.2465755
4500	-20366.84	-20275.48	-91.35886	0.09734747	0.172378	0.165212	0.169298	0.165359	0.159308	0.168444	0.02205613	0.243134	0.247115	0.254346	0.255405	7.475815	0.2548246
4550	-20361.07	-20265.99	-95.08094	0.09734747	0.172968	0.15577	0.169877	0.167775	0.16459	0.16902	0.03073406	0.24473	0.247931	0.255186	0.252153	7.167633	0.3842141
4600	-20361.48	-20270.31	-91.17197	0.09734747	0.168181	0.152826	0.176007	0.163132	0.153889	0.185966	0.02471488	0.25748	0.237108	0.260749	0.244664	7.563227	0.1925042
4650	-20366.14	-20273.76	-92.37127	0.09734747	0.175354	0.172549	0.151722	0.170089	0.15556	0.174726	0.01076303	0.259426	0.24305	0.24429	0.253234	7.890201	0.3245936
4700	-20361.6	-20268.94	-92.65932	0.09734747	0.174916	0.16596	0.152787	0.174269	0.16074	0.171328	0.04259908	0.256059	0.239848	0.241072	0.26302	7.247365	0.1753649
4750	-20357.97	-20265.05	-92.91574	0.09734747	0.190526	0.16416	0.15168	0.162364	0.159575	0.171695	0.02329919	0.243875	0.24319	0.260653	0.252282	7.424972	0.1382486
4800	-20356.29	-20264.89	-91.39548	0.09734747	0.183185	0.16877	0.167094	0.158192	0.155475	0.167284	0.02805655	0.24699	0.239592	0.257105	0.256314	7.534827	0.2531725
4850	-20366.3	-20273.37	-92.93384	0.09734747	0.166922	0.170472	0.182025	0.157227	0.150451	0.172904	0.03367339	0.239366	0.271281	0.245603	0.24375	7.586794	0.3180133
4900	-20359.99	-20266.92	-93.07495	0.09734747	0.170601	0.17423	0.163548	0.158098	0.151952	0.181571	0.05342049	0.240057	0.258799	0.252088	0.249055	7.370163	0.3013415
4950	-20359.74	-20269.22	-90.52159	0.09734747	0.167652	0.169019	0.16072	0.166517	0.16671	0.169383	0.007998493	0.25275	0.253624	0.247047	0.246579	7.914068	0.1604907
5000	-20360.05	-20269.67	-90.37545	0.09734747	0.165559	0.163857	0.178324	0.164439	0.164629	0.163192	0.00615302	0.248239	0.245419	0.252548	0.253795	7.795413	0.1723134
5050	-20355.08	-20264.69	-90.38939	0.09734747	0.180385	0.157155	0.158555	0.16938	0.17221	0.162315	0.01075982	0.247866	0.240639	0.254764	0.256731	7.777002	0.2464856
5100	-20362.75	-20272.42	-90.32925	0.09734747	0.179444	0.149325	0.150298	0.180461	0.166769	0.173703	0.01271748	0.254132	0.241522	0.251203	0.253143	7.845375	0.2105021
5150	-20368.05	-20278.15	-89.90377	0.09734747	0.169126	0.163175	0.157695	0.153307	0.168637	0.188059	0.002448275	0.255134	0.253331	0.254142	0.237394	7.881225	0.2234545
5200	-20358.46	-20267.43	-91.03781	0.09734747	0.169636	0.155407	0.164631	0.160961	0.176055	0.17331	0.01163775	0.25736	0.243249	0.255974	0.243417	7.51488	0.2364825
5250	-20357.08	-20265.37	-91.70705	0.09734747	0.184365	0.162677	0.15516	0.168471	0.162395	0.166933	0.0493499	0.250515	0.242125	0.248499	0.258861	7.38621	0.2462087
5300	-20365.17	-20270.92	-94.24719	0.09734747	0.164581	0.174587	0.18273	0.147992	0.16278	0.167329	0.02449856	0.237139	0.255008	0.25326	0.254592	7.036873	0.3607949
5350	-20361.76	-20270.79	-90.97095	0.09734747	0.164145	0.170171	0.170882	0.156927	0.160104	0.17777	0.01694906	0.237355	0.255241	0.25349	0.253913	7.881851	0.1661037
5400	-20360.03	-20267.78	-92.24491	0.09734747	0.173193	0.166368	0.168659	0.158947	0.152775	0.180058	0.05603716	0.250351	0.249918	0.245612	0.254119	7.514915	0.2643312
5450	-20369.39	-20276.3	-93.08762	0.09734747	0.170939	0.156047	0.156525	0.156879	0.173287	0.186322	0.07782845	0.247648	0.238317	0.261575	0.252461	7.213756	0.2315778
5500	-20369.88	-20278.92	-90.95968	0.09734747	0.175899	0.156132	0.163156	0.162736	0.169728	0.172349	0.02139238	0.25302	0.240987	0.252601	0.253392	8.328923	0.301265
5550	-20358.33	-20263.93	-94.39762	0.09734747	0.173683	0.158013	0.162797	0.162378	0.169354	0.173775	0.1070401	0.259545	0.245369	0.250089	0.244996	7.510096	0.2113864
5600	-20365.49	-20272.31	-93.18004	0.09734747	0.169123	0.159626	0.150134	0.168754	0.175738	0.176625	0.06739077	0.256617	0.242601	0.247268	0.253514	7.161923	0.2623
5650	-20363.9	-20272.82	-91.08073	0.09734747	0.170902	0.170839	0.161926	0.168103	0.155999	0.172231	0.02307579	0.256944	0.244974	0.24046	0.257622	7.637778	0.261569
5700	-20363.33	-20270.46	-92.8677	0.09734747	0.169316	0.164667	0.1519	0.160654	0.178711	0.174752	0.06822413	0.256953	0.249661	0.243811	0.249575	7.780196	0.3025734
5750	-20367	-20271.22	-95.78204	0.09734747	0.178138	0.159443	0.155268	0.156474	0.179591	0.171086	0.09177675	0.246624	0.247876	0.261228	0.244271	7.309964	0.383113
5800	-20358.59	-20267.38	-91.20796	0.09734747	0.172691	0.163256	0.158981	0.165911	0.163983	0.175178	0.01161133	0.252113	0.242712	0.248564	0.256612	7.367251	0.2523304
5850	-20359.72	-20268.49	-91.23216	0.09734747	0.176946	0.154409	0.149071	0.163031	0.177786	0.178757	0.001465967	0.258545	0.239922	0.25273	0.248803	7.321601	0.2398735
5900	-20360.87	-20270.23	-90.63676	0.09734747	0.182185	0.158464	0.153485	0.160806	0.157775	0.187284	0.01607162	0.251354	0.251959	0.244495	0.252192	7.555201	0.1964011
5950	-20359.38	-20265.05	-94.32807	0.09734747	0.182974	0.166069	0.162563	0.156374	0.152302	0.179717	0.04504907	0.253927	0.250958	0.24342	0.251695	7.500615	0.3643418
6000	-20363.75	-20272	-91.74791	0.09734747	0.180362	0.172578	0.154361	0.152928	0.158636	0.181135	0.03378171	0.249299	0.249153	0.246803	0.254745	7.612015	0.2916785
6050	-20361.85	-20270.66	-91.19519	0.09734747	0.182468	0.150546	0.156668	0.162632	0.164434	0.183251	0.01551051	0.256375	0.245153	0.250894	0.247578	7.291102	0.2466188
6100	-20359.21	-20267.12	-92.09641	0.09734747	0.174181	0.164713	0.163482	0.155337	0.161754	0.180532	0.006050442	0.24465	0.262674	0.247553	0.245123	7.357751	0.2881191
6150	-20361.04	-20268.98	-92.06244	0.09734747	0.168709	0.153612	0.162758	0.170664	0.161214	0.183044	0.0160327	0.263764	0.23878	0.256958	0.240498	7.473644	0.1547132
6200	-20365.16	-20273.81	-91.3436	0.09734747	0.179416	0.157856	0.174613	0.169786	0.148008	0.170321	0.0001399359	0.256499	0.232203	0.258925	0.252373	7.321863	0.2626014
6250	-20358.09	-20264.51	-93.57163	0.09734747	0.174624	0.157503	0.154558	0.168509	0.174843	0.169962	0.08280646	0.25296	0.247485	0.249139	0.250416	7.286491	0.2457803
6300	-20364.25	-20271.99	-92.25895	0.09734747	0.179696	0.154557	0.159862	0.155829	0.178901	0.171155	0.04440575	0.253534	0.248046	0.265001	0.233419	7.358714	0.2146292
6350	-20356.64	-20264.52	-92.11783	0.09734747	0.171737	0.174598	0.158003	0.160799	0.169429	0.165435	0.02752678	0.247836	0.2391	0.259046	0.254018	7.417988	0.2995594
6400	-20368.39	-20275.7	-92.69347	0.09734747	0.175591	0.158712	0.167746	0.17075	0.151566	0.175636	0.06126171	0.260416	0.243375	0.23765	0.258559	7.525142	0.2435571
6450	-20357.57	-20265.42	-92.14908	0.09734747	0.178318	0.16103	0.148522	0.173243	0.160687	0.178201	0.01684205	0.263847	0.246581	0.240781	0.248792	7.367737	0.2874858
6500	-20357.99	-20266.5	-91.4939	0.09734747	0.178708	0.161383	0.148848	0.169081	0.161327	0.180653	0.04281229	0.255468	0.247871	0.245062	0.251599	7.530507	0.2379369
6550	-20364.14	-20273.02	-91.11577	0.09734747	0.16336	0.160077	0.163583	0.169726	0.161942	0.181312	0.00949435	0.253634	0.253271	0.243303	0.249792	7.417053	0.2636621
6600	-20359.3	-20268.41	-90.89053	0.09734747	0.181062	0.160632	0.156794	0.171037	0.161548	0.168927	0.01368722	0.259646	0.249025	0.24907	0.242259	7.514155	0.1936827
6650	-20362.91	-20269.25	-93.66453	0.09734747	0.169074	0.170705	0.156162	0.163243	0.176754	0.164061	0.03523101	0.248155	0.243782	0.250002	0.258061	7.567698	0.3574408
6700	-20374.04	-20282.04	-92.00592	0.09734747	0.173577	0.175369	0.160429	0.168476	0.144355	0.177794	0.05393213	0.26105	0.237748	0.227477	0.273725	7.389612	0.2548231
6750	-20363.86	-20272.4	-91.46118	0.09734747	0.168852	0.184958	0.153204	0.1638	0.165061	0.164126	0.0224539	0.25396	0.244907	0.246439	0.254694	7.335088	0.2625742
6800	-20358.11	-20266.25	-91.86169	0.09734747	0.170588	0.160778	0.158337	0.167216	0.170592	0.172489	0.02876705	0.248551	0.249089	0.245434	0.256926	7.513811	0.1708794
6850	-20372.77	-20282.22	-90.54896	0.09734747	0.18859	0.15519	0.169397	0.166813	0.166715	0.153295	0.02121098	0.249323	0.239889	0.254964	0.255824	7.826907	0.1941941
6900	-20363.82	-20267.17	-96.64537	0.09734747	0.182009	0.150693	0.160944	0.175323	0.169915	0.161116	0.1939105	0.246941	0.233213	0.263442	0.256403	7.425191	0.3502055
6950	-20364.71	-20273.04	-91.66988	0.09734747	0.188635	0.151669	0.157195	0.166491	0.165309	0.170702	0.01123011	0.242673	0.237482	0.267875	0.251971	7.088687	0.2347039
7000	-20364.91	-20273.47	-91.4428	0.09734747	0.185936	0.163909	0.15645	0.175432	0.162944	0.155327	0.01411804	0.239911	0.250446	0.252963	0.25668	7.192987	0.2042987
7050	-20360.22	-20269.12	-91.10101	0.09734747	0.17753	0.167807	0.164925	0.167975	0.156964	0.164798	0.02668881	0.243679	0.246526	0.256936	0.252859	7.533797	0.2334798
7100	-20362.41	-20270.77	-91.63825	0.09734747	0.182845	0.153651	0.163606	0.166632	0.162669	0.170597	0.03581667	0.261061	0.23269	0.258017	0.248232	7.317018	0.2349803
7150	-20357.96	-20266.65	-91.3097	0.09734747	0.171399	0.160618	0.160836	0.16634	0.173101	0.167708	0.00323447	0.25887	0.242009	0.246117	0.253005	7.390513	0.1654615
7200	-20360.05	-20266.93	-93.12124	0.09734747	0.175184	0.16525	0.152765	0.170014	0.170446	0.166341	0.004365886	0.258218	0.244528	0.245497	0.251758	7.357202	0.3289923
7250	-20358.55	-20267.95	-90.59988	0.09734747	0.177412	0.165632	0.150372	0.158166	0.172613	0.175804	0.001629	0.254978	0.242746	0.247081	0.255194	7.49402	0.1902661
7300	-20364.35	-20269.79	-94.55122	0.09734747	0.179363	0.1551	0.176757	0.148673	0.169828	0.17028	0.05151616	0.244243	0.245173	0.259414	0.25117	7.578997	0.3733869
